review_id,product_id,entity_id,begin_offset,sentiment_score,sentiment_magnitude,content,type
7,1,7,340,-0.8999999761581421,0.8999999761581421,product,COMMON
7,1,8,410,-0.4000000059604645,0.4000000059604645,help line,COMMON
7,1,9,265,0.0,0.0,times,COMMON
7,1,10,295,0.10000000149011612,0.10000000149011612,cups,COMMON
7,1,11,395,-0.20000000298023224,0.20000000298023224,Hamilton Beach,PROPER
8,1,1,18,0.8999999761581421,0.8999999761581421,machine,COMMON
8,1,2,355,0.0,0.0,end,COMMON
8,1,2,381,0.8999999761581421,0.8999999761581421,value,COMMON
8,1,3,167,-0.5,0.5,TRAVELING MUG,COMMON
8,1,4,362,0.6000000238418579,0.6000000238418579,Coffee,PROPER
8,1,4,359,0.0,0.0,Mr,COMMON
8,1,5,186,0.0,0.0,IT,COMMON
8,1,6,323,0.8999999761581421,0.8999999761581421,machine,COMMON
8,1,7,214,0.0,0.0,PICTURE,COMMON
8,1,8,257,0.10000000149011612,0.10000000149011612,filter,COMMON
8,1,9,291,0.0,0.0,paper,COMMON
9,1,1,16,0.0,0.0,coffee maker,COMMON
9,1,2,58,-0.5,0.5,sides,COMMON
10,1,1,12,0.8999999761581421,0.8999999761581421,product,COMMON
14,1,1,3,0.699999988079071,0.699999988079071,mother,COMMON
15,1,1,0,0.10000000149011612,0.10000000149011612,Works,COMMON
16,1,1,5,0.6000000238418579,0.6000000238418579,machine,COMMON
16,1,2,66,-0.20000000298023224,0.20000000298023224,landfill  coffee,COMMON
16,1,3,54,0.0,0.0,cups,COMMON
16,1,4,27,-0.10000000149011612,0.10000000149011612,Keurig,PROPER
16,1,5,154,-0.10000000149011612,0.10000000149011612,drinker,COMMON
16,1,6,101,0.0,0.0,decaf drinker,COMMON
16,1,7,283,-0.5,0.5,coffee,COMMON
16,1,8,184,-0.20000000298023224,0.20000000298023224,cup,COMMON
16,1,9,195,0.30000001192092896,0.30000001192092896,side brew,COMMON
16,1,10,349,-0.5,0.5,grind,COMMON
16,1,11,228,0.10000000149011612,0.10000000149011612,things,COMMON
16,1,12,267,-0.800000011920929,0.800000011920929,filters,COMMON
16,1,13,325,-0.30000001192092896,0.30000001192092896,coarse grind,COMMON
16,1,14,301,0.0,0.0,grounds,COMMON
16,1,15,246,-0.6000000238418579,0.6000000238418579,cup brew doe,COMMON
16,1,16,478,0.0,0.0,microwave,COMMON
16,1,17,403,-0.800000011920929,0.800000011920929,coffee,COMMON
17,1,1,22,0.8999999761581421,0.8999999761581421,coffeemaker,COMMON
17,1,2,49,0.8999999761581421,0.8999999761581421,single-serve,COMMON
17,1,2,73,0.8999999761581421,0.8999999761581421,feature,COMMON
17,1,3,224,-0.10000000149011612,0.10000000149011612,fortune,COMMON
17,1,4,132,0.4000000059604645,0.4000000059604645,coffee pods,COMMON
17,1,5,235,-0.30000001192092896,0.30000001192092896,k-cups,COMMON
17,1,6,369,0.10000000149011612,0.10000000149011612,coffee,COMMON
17,1,7,362,0.10000000149011612,0.10000000149011612,pot,COMMON
17,1,8,330,0.20000000298023224,0.20000000298023224,both,COMMON
17,1,9,175,0.0,0.0,Keurig,PROPER
17,1,10,125,0.6000000238418579,0.6000000238418579,Senseo,PROPER
17,1,11,406,0.0,0.0,pot,COMMON
17,1,12,279,-0.5,0.5,plastic,COMMON
17,1,13,294,-0.10000000149011612,0.10000000149011612,landfill,COMMON
17,1,14,322,0.8999999761581421,0.8999999761581421,best,COMMON
18,1,1,5,0.8999999761581421,0.8999999761581421,coffee maker,COMMON
18,1,1,25,0.8999999761581421,0.8999999761581421,best,COMMON
18,1,2,209,0.20000000298023224,0.20000000298023224,cup,COMMON
18,1,3,85,0.8999999761581421,0.8999999761581421,problems,COMMON
18,1,4,103,-0.10000000149011612,0.10000000149011612,family,COMMON
18,1,5,820,0.10000000149011612,0.10000000149011612,Ninja Coffee Bar,PROPER
18,1,6,167,0.0,0.0,brewer,COMMON
18,1,7,226,0.4000000059604645,0.4000000059604645,mug,COMMON
18,1,8,234,0.4000000059604645,0.4000000059604645,travel mug,COMMON
18,1,9,605,-0.4000000059604645,0.4000000059604645,unit,COMMON
18,1,10,541,0.800000011920929,0.800000011920929,brewing,COMMON
18,1,11,121,0.0,0.0,coffee-drinkers,COMMON
18,1,12,141,0.0,0.0,everyone,COMMON
18,1,13,299,0.5,0.5,ground coffee,COMMON
18,1,14,415,0.20000000298023224,0.20000000298023224,pot,COMMON
18,1,15,387,0.8999999761581421,0.8999999761581421,start,COMMON
18,1,16,577,0.0,0.0,pot,COMMON
18,1,17,454,0.20000000298023224,0.20000000298023224,church,COMMON
18,1,18,444,0.10000000149011612,0.10000000149011612,home,COMMON
18,1,19,329,0.800000011920929,0.800000011920929,flavor,COMMON
18,1,20,278,0.5,0.5,strength,COMMON
18,1,21,353,0.20000000298023224,0.20000000298023224,pots,COMMON
18,1,22,593,-0.30000001192092896,0.30000001192092896,waste,COMMON
18,1,23,760,-0.4000000059604645,0.4000000059604645,brew cups,COMMON
18,1,24,868,-0.10000000149011612,0.10000000149011612,price,COMMON
18,1,25,685,0.0,0.0,mesh filter,COMMON
18,1,26,896,-0.10000000149011612,0.10000000149011612,maker,COMMON
18,1,27,790,0.0,0.0,product,COMMON
18,1,28,971,-0.30000001192092896,0.30000001192092896,money,COMMON
18,1,29,712,0.0,0.0,coffee,COMMON
18,1,30,623,-0.30000001192092896,0.30000001192092896,K-cups,COMMON
18,1,31,881,0.0,0.0,Hamilton Beach,PROPER
18,1,32,984,-0.30000001192092896,0.30000001192092896,Ninja,PROPER
18,1,33,925,0.0,0.0,Hamilton Beach 49980A,PROPER
20,1,1,12,0.8999999761581421,0.8999999761581421,coffee,COMMON
21,1,1,37,0.0,0.0,review,COMMON
21,1,2,280,0.30000001192092896,0.30000001192092896,deal,COMMON
21,1,3,166,0.4000000059604645,0.4000000059604645,part,COMMON
21,1,4,235,-0.4000000059604645,0.4000000059604645,pieces,COMMON
21,1,5,86,0.0,0.0,option,COMMON
21,1,6,117,0.10000000149011612,0.10000000149011612,size,COMMON
21,1,7,73,0.8999999761581421,0.8999999761581421,price,COMMON
21,1,8,188,-0.800000011920929,0.800000011920929,pieces,COMMON
21,1,9,135,0.30000001192092896,0.30000001192092896,cup,COMMON
21,1,10,288,0.10000000149011612,0.10000000149011612,use,COMMON
21,1,11,463,0.30000001192092896,0.30000001192092896,parts,COMMON
21,1,12,319,0.0,0.0,piece,COMMON
21,1,13,392,0.8999999761581421,0.8999999761581421,deal,COMMON
21,1,14,343,0.0,0.0,water,COMMON
22,1,1,79,-0.8999999761581421,0.8999999761581421,coffee maker,COMMON
22,1,1,98,-0.8999999761581421,0.8999999761581421,joke,COMMON
22,1,2,28,0.0,0.0,Keirig,PROPER
22,1,3,195,-0.4000000059604645,0.4000000059604645,lot,COMMON
22,1,4,127,0.0,0.0,reviews,COMMON
22,1,5,202,-0.30000001192092896,0.30000001192092896,money,COMMON
22,1,6,287,0.10000000149011612,0.10000000149011612,Keirig,PROPER
22,1,7,221,-0.5,0.5,coffees,COMMON
23,1,1,6,0.8999999761581421,0.8999999761581421,brewer,COMMON
23,1,2,20,0.10000000149011612,0.10000000149011612,cup,COMMON
23,1,3,44,0.0,0.0,use,COMMON
24,1,1,23,0.6000000238418579,0.6000000238418579,server,COMMON
24,1,2,102,0.10000000149011612,0.10000000149011612,cup,COMMON
24,1,3,109,0.0,0.0,coffee,COMMON
25,1,1,21,0.20000000298023224,0.20000000298023224,Coffee maker,COMMON
25,1,2,77,0.8999999761581421,0.8999999761581421,coffee,COMMON
25,1,3,271,0.0,0.0,fit,COMMON
25,1,4,96,0.0,0.0,single,COMMON
25,1,5,114,0.0,0.0,side,COMMON
25,1,6,125,0.8999999761581421,0.8999999761581421,water,COMMON
25,1,7,213,0.5,0.5,K cups,COMMON
25,1,8,235,0.0,0.0,pods,COMMON
25,1,9,286,0.0,0.0,cup,COMMON
25,1,10,249,0.0,0.0,grins,COMMON
25,1,11,193,0.10000000149011612,0.10000000149011612,brand,COMMON
25,1,12,336,-0.800000011920929,0.800000011920929,top,COMMON
25,1,13,284,0.0,0.0,K,PROPER
25,1,14,449,0.4000000059604645,0.4000000059604645,coffee,COMMON
25,1,15,440,0.20000000298023224,0.20000000298023224,scoop,COMMON
25,1,16,477,0.8999999761581421,0.8999999761581421,filter,COMMON
25,1,17,399,-0.20000000298023224,0.20000000298023224,K Cups,PROPER
25,1,18,423,0.0,0.0,Pods,PROPER
26,1,1,19,0.30000001192092896,0.30000001192092896,mother,COMMON
27,1,1,5,0.8999999761581421,0.8999999761581421,coffee maker,COMMON
27,1,2,36,0.10000000149011612,0.10000000149011612,brew feature,COMMON
27,1,2,59,0.0,0.0,plus,COMMON
27,1,3,111,0.20000000298023224,0.20000000298023224,friend,COMMON
27,1,4,73,0.0,0.0,one,COMMON
27,1,5,92,0.0,0.0,wedding gift,COMMON
28,1,1,44,0.10000000149011612,0.10000000149011612,Hamilton Beach,PROPER
28,1,2,18,0.699999988079071,0.699999988079071,coffee makers,COMMON
28,1,3,181,-0.6000000238418579,0.6000000238418579,parts,COMMON
28,1,4,105,0.0,0.0,times,COMMON
28,1,5,88,0.10000000149011612,0.10000000149011612,serve brewer,COMMON
28,1,6,136,-0.10000000149011612,0.10000000149011612,coffee,COMMON
28,1,7,328,0.6000000238418579,0.6000000238418579,coffee maker,COMMON
28,1,8,129,-0.20000000298023224,0.20000000298023224,cup,COMMON
28,1,9,153,-0.30000001192092896,0.30000001192092896,box,COMMON
28,1,10,310,0.0,0.0,coffee maker,COMMON
28,1,11,256,-0.10000000149011612,0.10000000149011612,store,COMMON
28,1,12,266,-0.10000000149011612,0.10000000149011612,shipping,COMMON
28,1,13,252,-0.20000000298023224,0.20000000298023224,UPS,PROPER
29,1,1,58,0.0,0.0,box,COMMON
29,1,2,78,0.0,0.0,box,COMMON
29,1,3,92,0.0,0.0,paper,COMMON
29,1,4,115,-0.10000000149011612,0.10000000149011612,base,COMMON
29,1,5,131,-0.5,0.5,cup,COMMON
30,1,1,12,0.8999999761581421,0.8999999761581421,coffee pot,COMMON
30,1,2,79,-0.800000011920929,0.800000011920929,pot,COMMON
30,1,3,58,-0.8999999761581421,0.8999999761581421,heating tray,COMMON
31,1,1,16,0.8999999761581421,0.8999999761581421,coffee maker,COMMON
31,1,2,80,0.10000000149011612,0.10000000149011612,coffee,COMMON
31,1,3,73,0.10000000149011612,0.10000000149011612,cup,COMMON
31,1,4,49,0.30000001192092896,0.30000001192092896,choice,COMMON
31,1,5,100,0.0,0.0,pot,COMMON
31,1,6,139,0.800000011920929,0.800000011920929,wife,COMMON
31,1,7,127,0.8999999761581421,0.8999999761581421,product,COMMON
31,1,8,107,0.10000000149011612,0.10000000149011612,coffee,COMMON
32,1,1,19,0.4000000059604645,0.4000000059604645,daughter,COMMON
32,1,2,68,-0.10000000149011612,0.10000000149011612,one,COMMON
32,1,3,90,0.8999999761581421,0.8999999761581421,Coffee,COMMON
33,1,1,63,0.5,0.5,one,COMMON
33,1,1,80,0.8999999761581421,0.8999999761581421,best,COMMON
33,1,2,14,0.10000000149011612,0.10000000149011612,variety,COMMON
33,1,3,25,0.0,0.0,coffee makers,COMMON
33,1,4,169,0.0,0.0,cup,COMMON
33,1,5,176,0.0,0.0,decaf,COMMON
34,1,1,13,0.699999988079071,0.699999988079071,coffee maker,COMMON
34,1,2,109,-0.800000011920929,0.800000011920929,brew,COMMON
34,1,3,200,-0.800000011920929,0.800000011920929,carafe,COMMON
34,1,4,236,-0.20000000298023224,0.20000000298023224,coffee,COMMON
34,1,5,181,0.10000000149011612,0.10000000149011612,side,COMMON
35,1,1,10,0.800000011920929,0.800000011920929,concept,COMMON
35,1,2,45,-0.10000000149011612,0.10000000149011612,coffee,COMMON
35,1,3,38,0.20000000298023224,0.20000000298023224,pot,COMMON
35,1,4,58,0.0,0.0,mug,COMMON
35,1,5,107,0.0,0.0,coffee,COMMON
35,1,6,91,0.10000000149011612,0.10000000149011612,strength,COMMON
35,1,7,140,0.4000000059604645,0.4000000059604645,coffee makers,COMMON
35,1,8,225,0.0,0.0,dilution effect,COMMON
35,1,9,165,0.20000000298023224,0.20000000298023224,neck,COMMON
35,1,10,174,0.5,0.5,coffee filtration,COMMON
35,1,11,163,0.4000000059604645,0.4000000059604645,V,PROPER
37,1,1,129,0.0,0.0,one,COMMON
37,1,2,53,0.10000000149011612,0.10000000149011612,kureg pod,COMMON
37,1,3,83,-0.10000000149011612,0.10000000149011612,wording,COMMON
38,1,1,10,0.4000000059604645,0.4000000059604645,coffee drinker,COMMON
38,1,2,40,0.800000011920929,0.800000011920929,coffee machine,COMMON
40,1,1,25,0.8999999761581421,0.8999999761581421,coffee maker,COMMON
40,1,2,48,0.800000011920929,0.800000011920929,program,COMMON
41,1,1,18,0.8999999761581421,0.8999999761581421,unit,COMMON
42,1,1,13,0.0,0.0,kereg,COMMON
44,1,1,10,0.8999999761581421,0.8999999761581421,product,COMMON
44,1,2,28,0.8999999761581421,0.8999999761581421,seller,COMMON
46,1,1,982,0.699999988079071,0.699999988079071,customer,COMMON
46,1,2,16,0.0,0.0,coffee pot,COMMON
46,1,3,76,0.0,0.0,all,COMMON
46,1,4,546,-0.30000001192092896,0.30000001192092896,fire hazard,COMMON
46,1,5,108,0.8999999761581421,0.8999999761581421,coffee pot,COMMON
46,1,6,175,0.0,0.0,coffee,COMMON
46,1,7,201,0.10000000149011612,0.10000000149011612,coffee,COMMON
46,1,8,1123,-0.20000000298023224,0.20000000298023224,picture,COMMON
46,1,8,1337,-0.10000000149011612,0.10000000149011612,picture,COMMON
46,1,9,1147,0.0,0.0,unit,COMMON
46,1,9,1361,0.0,0.0,unit,COMMON
46,1,10,87,0.10000000149011612,0.10000000149011612,family parties,COMMON
46,1,11,144,0.0,0.0,togethers,COMMON
46,1,12,247,0.30000001192092896,0.30000001192092896,water,COMMON
46,1,13,257,0.0,0.0,tea,COMMON
46,1,14,264,0.20000000298023224,0.20000000298023224,hot chocolate,COMMON
46,1,15,168,0.0,0.0,pot,COMMON
46,1,16,312,0.4000000059604645,0.4000000059604645,everything,COMMON
46,1,17,235,0.0,0.0,cups,COMMON
46,1,18,469,0.0,0.0,picture,COMMON
46,1,19,380,0.0,0.0,unit,COMMON
46,1,20,416,-0.699999988079071,0.699999988079071,hot plate,COMMON
46,1,21,290,0.8999999761581421,0.8999999761581421,program option,COMMON
46,1,22,920,-0.30000001192092896,0.30000001192092896,replacement product,COMMON
46,1,23,686,0.20000000298023224,0.20000000298023224,product,COMMON
46,1,24,770,-0.10000000149011612,0.10000000149011612,replacement product,COMMON
46,1,25,526,-0.8999999761581421,0.8999999761581421,wear,COMMON
46,1,26,2199,0.0,0.0,all,COMMON
46,1,27,1083,0.0,0.0,appliance,COMMON
46,1,28,2133,0.0,0.0,item,COMMON
46,1,29,1106,-0.699999988079071,0.699999988079071,plug,COMMON
46,1,30,900,-0.20000000298023224,0.20000000298023224,cost,COMMON
46,1,31,824,-0.20000000298023224,0.20000000298023224,warranty,COMMON
46,1,32,729,0.10000000149011612,0.10000000149011612,warranty,COMMON
46,1,33,1212,0.0,0.0,consumer number,COMMON
46,1,34,1375,0.0,0.0,payment,COMMON
46,1,35,1017,0.20000000298023224,0.20000000298023224,money,COMMON
46,1,36,802,-0.4000000059604645,0.4000000059604645,terms,COMMON
46,1,37,870,-0.8999999761581421,0.8999999761581421,product,COMMON
46,1,38,1055,-0.10000000149011612,0.10000000149011612,product,COMMON
46,1,39,1771,0.0,0.0,picture,COMMON
46,1,40,1795,0.0,0.0,unit,COMMON
46,1,41,1274,-0.10000000149011612,0.10000000149011612,name,COMMON
46,1,42,1310,0.0,0.0,email,COMMON
46,1,43,1298,0.0,0.0,body,COMMON
46,1,44,1283,0.0,0.0,address,COMMON
46,1,45,1245,0.0,0.0,subject line,COMMON
46,1,46,1759,-0.10000000149011612,0.10000000149011612,payment,COMMON
46,1,47,1828,0.0,0.0,appliance,COMMON
46,1,48,1706,0.0,0.0,consumer number,COMMON
46,1,49,1915,0.20000000298023224,0.20000000298023224,appliance,COMMON
46,1,50,1940,0.10000000149011612,0.10000000149011612,one,COMMON
46,1,51,571,0.0,0.0,Hamilton Beach,PROPER
46,1,51,1983,0.10000000149011612,0.10000000149011612,"Hamilton Beach Brands, Inc.",PROPER
46,1,52,2043,0.0,0.0,anything,COMMON
46,1,53,1155,0.0,0.0,photo@hamiltonbeach.com,PROPER
46,1,54,2191,0.800000011920929,0.800000011920929,luck,COMMON
46,1,55,1428,-0.10000000149011612,0.10000000149011612,replacement product,COMMON
46,1,56,1466,-0.10000000149011612,0.10000000149011612,replacement,COMMON
46,1,57,1622,0.0,0.0,shipping,COMMON
46,1,58,1511,-0.10000000149011612,0.10000000149011612,shipping,COMMON
46,1,59,1646,-0.10000000149011612,0.10000000149011612,credit card,COMMON
46,1,60,1567,0.0,0.0,Consumer Affairs Department,COMMON
46,1,61,1524,-0.10000000149011612,0.10000000149011612,handling,COMMON
46,1,62,1533,-0.20000000298023224,0.20000000298023224,charge,COMMON
46,1,63,1406,-0.20000000298023224,0.20000000298023224,cost,COMMON
47,1,1,17,0.0,0.0,sister,COMMON
47,1,2,28,0.0,0.0,Christmas,PROPER
47,1,3,48,-0.20000000298023224,0.20000000298023224,travel mug,COMMON
48,1,1,28,0.8999999761581421,0.8999999761581421,coffee maker,COMMON
48,1,2,138,-0.20000000298023224,0.20000000298023224,oldest,COMMON
48,1,3,89,0.10000000149011612,0.10000000149011612,coffee,COMMON
48,1,4,481,0.0,0.0,pot,COMMON
48,1,4,616,0.0,0.0,pot,COMMON
48,1,5,549,0.0,0.0,solution,COMMON
48,1,6,83,-0.10000000149011612,0.10000000149011612,Krupp,PROPER
48,1,7,104,0.0,0.0,maker,COMMON
48,1,8,672,0.10000000149011612,0.10000000149011612,pot,COMMON
48,1,9,155,-0.10000000149011612,0.10000000149011612,coffee pot side,COMMON
48,1,10,123,0.8999999761581421,0.8999999761581421,machine,COMMON
48,1,11,267,0.800000011920929,0.800000011920929,something,COMMON
48,1,12,178,0.0,0.0,system,COMMON
48,1,13,372,0.0,0.0,model,COMMON
48,1,14,427,0.8999999761581421,0.8999999761581421,coffee,COMMON
48,1,15,212,0.0,0.0,serving maker,COMMON
48,1,16,238,0.800000011920929,0.800000011920929,Lattes,COMMON
48,1,17,357,0.0,0.0,Hamilton Beach,PROPER
48,1,17,631,0.5,0.5,Hamilton Beach,PROPER
48,1,18,581,-0.10000000149011612,0.10000000149011612,pot,COMMON
48,1,19,292,0.10000000149011612,0.10000000149011612,family,COMMON
48,1,20,322,0.0,0.0,research,COMMON
48,1,21,385,0.8999999761581421,0.8999999761581421,unit,COMMON
48,1,22,417,0.30000001192092896,0.30000001192092896,pots,COMMON
48,1,23,459,0.10000000149011612,0.10000000149011612,all,COMMON
48,1,24,451,0.8999999761581421,0.8999999761581421,best,COMMON
48,1,25,404,0.0,0.0,servings,COMMON
48,1,26,646,0.20000000298023224,0.20000000298023224,engineers,COMMON
48,1,27,315,-0.10000000149011612,0.10000000149011612,Google,PROPER
48,1,28,716,-0.10000000149011612,0.10000000149011612,sink,COMMON
48,1,29,732,-0.8999999761581421,0.8999999761581421,mess,COMMON
48,1,30,520,0.0,0.0,pot,COMMON
48,1,31,507,0.0,0.0,sides,COMMON
48,1,32,494,-0.4000000059604645,0.4000000059604645,drip,COMMON
49,1,1,53,0.0,0.0,KUERIG,PROPER
49,1,2,17,0.0,0.0,husband,COMMON
49,1,3,202,0.5,0.5,feature,COMMON
49,1,4,407,-0.10000000149011612,0.10000000149011612,machines,COMMON
49,1,5,183,0.0,0.0,travel cup,COMMON
49,1,6,145,-0.10000000149011612,0.10000000149011612,ithis,COMMON
49,1,7,166,0.20000000298023224,0.20000000298023224,serving,COMMON
49,1,8,379,-0.10000000149011612,0.10000000149011612,coffee,COMMON
49,1,9,217,0.4000000059604645,0.4000000059604645,attention,COMMON
49,1,10,296,0.8999999761581421,0.8999999761581421,feature,COMMON
49,1,11,400,-0.10000000149011612,0.10000000149011612,Keurig,PROPER
49,1,12,336,-0.699999988079071,0.699999988079071,coffee,COMMON
50,1,1,31,0.0,0.0,mode,COMMON
50,1,2,0,0.8999999761581421,0.8999999761581421,Works,COMMON
50,1,3,52,0.0,0.0,mode,COMMON
50,1,4,364,-0.20000000298023224,0.20000000298023224,platform,COMMON
50,1,5,77,-0.10000000149011612,0.10000000149011612,trick,COMMON
50,1,6,240,0.10000000149011612,0.10000000149011612,cup,COMMON
50,1,7,166,-0.10000000149011612,0.10000000149011612,side,COMMON
50,1,8,180,0.10000000149011612,0.10000000149011612,beginning,COMMON
50,1,9,119,0.0,0.0,beans,COMMON
50,1,10,216,-0.30000001192092896,0.30000001192092896,coffee grounds,COMMON
50,1,11,348,0.10000000149011612,0.10000000149011612,coffee mug,COMMON
50,1,12,428,0.699999988079071,0.699999988079071,cup,COMMON
50,1,13,435,0.5,0.5,coffee,COMMON
51,1,1,78,0.20000000298023224,0.20000000298023224,servings,COMMON
51,1,1,509,0.20000000298023224,0.20000000298023224,servings,COMMON
51,1,2,32,0.6000000238418579,0.6000000238418579,coffee,COMMON
51,1,3,5,0.5,0.5,machine,COMMON
51,1,4,43,0.4000000059604645,0.4000000059604645,tea,COMMON
51,1,5,306,-0.4000000059604645,0.4000000059604645,selections,COMMON
51,1,6,129,-0.5,0.5,coffee,COMMON
51,1,7,161,0.5,0.5,coffee,COMMON
51,1,8,94,0.8999999761581421,0.8999999761581421,pod,COMMON
51,1,9,122,-0.8999999761581421,0.8999999761581421,cup,COMMON
51,1,10,397,0.20000000298023224,0.20000000298023224,pods,COMMON
51,1,11,229,0.10000000149011612,0.10000000149011612,pods,COMMON
51,1,12,258,0.10000000149011612,0.10000000149011612,Pods,COMMON
51,1,13,739,0.20000000298023224,0.20000000298023224,setting,COMMON
51,1,14,416,0.0,0.0,cup,COMMON
51,1,15,468,0.8999999761581421,0.8999999761581421,feature,COMMON
51,1,16,363,0.0,0.0,fact,COMMON
51,1,17,373,0.0,0.0,one,COMMON
51,1,18,293,-0.10000000149011612,0.10000000149011612,vendors,COMMON
51,1,19,188,0.0,0.0,Peets,PROPER
51,1,20,174,0.0,0.0,Starbucks,PROPER
51,1,21,638,0.8999999761581421,0.8999999761581421,deal,COMMON
51,1,22,804,0.8999999761581421,0.8999999761581421,coffee,COMMON
51,1,23,646,0.800000011920929,0.800000011920929,sediment,COMMON
51,1,24,693,0.6000000238418579,0.6000000238418579,pot,COMMON
51,1,25,709,0.8999999761581421,0.8999999761581421,job,COMMON
51,1,26,577,0.10000000149011612,0.10000000149011612,coffee,COMMON
51,1,27,554,0.10000000149011612,0.10000000149011612,coffee,COMMON
51,1,28,767,-0.4000000059604645,0.4000000059604645,brewing cycle,COMMON
51,1,29,599,0.699999988079071,0.699999988079071,strength,COMMON
52,1,1,17,0.8999999761581421,0.8999999761581421,coffee maker,COMMON
52,1,2,34,0.6000000238418579,0.6000000238418579,husband,COMMON
52,1,3,60,0.10000000149011612,0.10000000149011612,coffee,COMMON
52,1,4,143,0.0,0.0,coffee,COMMON
52,1,5,136,-0.10000000149011612,0.10000000149011612,cup,COMMON
52,1,6,85,0.0,0.0,dinner,COMMON
52,1,7,100,0.0,0.0,timer operation,COMMON
52,1,8,245,0.10000000149011612,0.10000000149011612,cup,COMMON
52,1,9,179,0.0,0.0,coffee maker,COMMON
52,1,10,268,0.8999999761581421,0.8999999761581421,complaint,COMMON
52,1,11,290,0.20000000298023224,0.20000000298023224,pot,COMMON
52,1,12,447,0.0,0.0,coffee,COMMON
52,1,13,310,0.20000000298023224,0.20000000298023224,adjustment,COMMON
52,1,14,461,0.0,0.0,pot,COMMON
53,1,1,6,0.10000000149011612,0.10000000149011612,coffeeholics,COMMON
53,1,2,38,0.10000000149011612,0.10000000149011612,coffee maker,COMMON
53,1,3,102,0.4000000059604645,0.4000000059604645,one,COMMON
53,1,4,158,0.8999999761581421,0.8999999761581421,brands,COMMON
53,1,5,411,0.0,0.0,machines,COMMON
53,1,6,126,-0.10000000149011612,0.10000000149011612,any,COMMON
53,1,7,428,0.0,0.0,K cups,COMMON
53,1,8,454,-0.10000000149011612,0.10000000149011612,one,COMMON
53,1,9,289,0.6000000238418579,0.6000000238418579,K cups,COMMON
53,1,10,356,0.0,0.0,machine,COMMON
53,1,11,322,0.0,0.0,cup carafe,COMMON
53,1,12,399,-0.20000000298023224,0.20000000298023224,some,COMMON
53,1,13,274,0.10000000149011612,0.10000000149011612,side,COMMON
53,1,14,260,0.0,0.0,option,COMMON
53,1,15,482,-0.4000000059604645,0.4000000059604645,cup contents,COMMON
53,1,16,511,0.0,0.0,screen filter basket,COMMON
53,1,17,650,0.10000000149011612,0.10000000149011612,friend,COMMON
53,1,18,480,0.0,0.0,K,PROPER
53,1,19,554,0.6000000238418579,0.6000000238418579,cup,COMMON
53,1,20,745,0.0,0.0,term,COMMON
53,1,21,771,0.10000000149011612,0.10000000149011612,half,COMMON
53,1,22,561,0.20000000298023224,0.20000000298023224,joe,COMMON
53,1,23,579,0.8999999761581421,0.8999999761581421,task,COMMON
