review_id,product_id,begin_offset,content,sentiment_score,sentiment_magnitude
52,1,208,I can easily do this with the single cup side.<br />My only complaint is that the pot doesn't have an adjustment to 3 hours for shut off.,0.800000011920929,0.800000011920929
52,1,346,It automatically shuts off at 2 hours.,-0.699999988079071,0.699999988079071
52,1,385,"However, that being said, if you just hit start, it heats the coffee in the pot up to very hot in about 10 minutes after shutting off.",-0.5,0.5
53,1,0,"We're coffeeholics and we replace our coffee maker about every year, whether it needs it or not.",-0.30000001192092896,0.30000001192092896
53,1,97,This one performs as well as any of the higher priced trendy brands that we've purchased in the past.,0.800000011920929,0.800000011920929
53,1,199,We got this one specifically because it has the single serve option on the side for using K cups.,0.0,0.0
53,1,298,That combined with a 12 cup carafe made it just the right machine for us.,-0.20000000298023224,0.20000000298023224
53,1,372,"Maybe not as convenient as some of the machines that do K cups, because with this one you need to empty the K cup contents into the bronze screen filter basket, to get a good strong cup of joe.",-0.10000000149011612,0.10000000149011612
53,1,566,It's an easy task though and not messy at all.,0.800000011920929,0.800000011920929
53,1,613,I would definitely recommend it to a friend and wouldn't hesitate to purchase another one.,0.8999999761581421,0.8999999761581421
53,1,704,"We'll see how it holds out over the long term, about a month and a half so far and it's performing perfectly.",0.8999999761581421,0.8999999761581421
54,1,0,"One day last month (Jan. 2018), I went to make a pot of coffee.",0.0,0.0
54,1,64,"Filled up the reservoir, added the filter and grounds, pressed the power button, and went into the other room to do something else.",-0.4000000059604645,0.4000000059604645
54,1,196,"I realized sometime later that I wasn’t hearing it’s normal percolating sounds, so I returned and found the pot was still empty and stone cold!",-0.699999988079071,0.699999988079071
54,1,340,So I knew it was time for a new coffee maker!<br /><br />I really like this coffee maker!,0.800000011920929,0.800000011920929
54,1,430,"I've never had any experience with the single-serve units out today, but, when I saw that I could have one such pot and a 12-cup pot in one product for a reasonable price, I bought it.",0.699999988079071,0.699999988079071
54,1,615,And I’m glad I did.,0.30000001192092896,0.30000001192092896
54,1,635,"I enjoy being able to brew twelve pots to have ready throughout the day when I’m not at work, but, on mornings when I’m running late, I like being able to flip the switch to Single Brew and just fill up a cup.<br /><br />For the single brew side, you can brew up to a 14-ounce cup/travel mug.",0.699999988079071,0.699999988079071
54,1,928,"If you do smaller, such as 10 ounces, there’s a little stand to raise your cup closer to the drip.",0.0,0.0
54,1,1027,"If you have a travel mug (14 ounce), you don’t need the boost.",0.10000000149011612,0.10000000149011612
54,1,1090,"When not in use, the stand turns upside down in order to fit into the unit, camouflaged.",-0.30000001192092896,0.30000001192092896
54,1,1179,"It has a separate reservoir and a separate filter for the single-serve side.<br /><br />For the 12-cup side, you get a sturdy pot and a separate reservoir/filter.<br /><br />This product also comes with a small supply of filters, but a word of caution: The first two times I brewed coffee using these filters, there were coffee grounds in the brew.",0.699999988079071,0.699999988079071
54,1,1528,"At first, I didn’t know to lay the blame on the filters, but when I changed it the second time, I noticed how the grounds rose higher than the filter.",-0.4000000059604645,0.4000000059604645
54,1,1679,So I tried using the filters for our old pot and brewed a grounds-free pot of coffee.,0.30000001192092896,0.30000001192092896
54,1,1765,"I don’t know why the filters provided aren’t the right size for the filter basket, but, if you use their filters, don’t be surprised if there are grounds in your pot.<br /><br />Other than the short filters, I can’t find a thing wrong with this coffee maker.",-0.20000000298023224,0.20000000298023224
54,1,2024,"It’s wider than my old 12-cup maker, but it doesn’t take up too much more room on the counter.",0.0,0.0
54,1,2119,Another feature is the option to make a stronger pot of coffee (which I haven’t used) by pressing Brew.,0.0,0.0
54,1,2223,"The 12-cup pot also stays hot for two hours after it’s brewed.<br /><br />All in all, I’m glad I bought this product.",0.4000000059604645,0.4000000059604645
55,1,0,I had been enjoying this coffee maker for a year & two months.,0.4000000059604645,0.4000000059604645
55,1,64,It's design & the to go brew had been convenient.,0.6000000238418579,0.6000000238418579
55,1,115,I even liked how my stainless steel to go cup fit perfectly in the single brew space for storage.,0.699999988079071,0.699999988079071
55,1,214,"BUT I was extremely disappointed when I realized the reason my coffee wasn't ready when I woke up for work this morning, was that the clock for programming the wake alarm is only in PM now!",-0.8999999761581421,0.8999999761581421
55,1,405,I rolled thru the clock multiple times & there is no AM option anymore to set my wake up brew.,-0.5,0.5
55,1,501,I have tried multiple tests/settings for the automatic brew in PM & it just doesn't work at all anymore!,-0.8999999761581421,0.8999999761581421
55,1,607,Having a programmable clock to set a timer is one of the main reasons why I purchased this coffee maker.,0.10000000149011612,0.10000000149011612
55,1,713,You would think a coffee maker in this price range would last longer then a year & two months.,0.0,0.0
55,1,809,The programmable clock function is so important to me that I will now need to buy another coffee machine.,0.30000001192092896,0.30000001192092896
55,1,915,(The Mr. Coffee machine I had before this one lasted me 5 years & that was $20 cheaper!,-0.10000000149011612,0.10000000149011612
55,1,1004,Hopefully I can find that one again.),0.10000000149011612,0.10000000149011612
55,1,1043,"So I bought this machine in November 2016, I've had it for One year & two months.",0.0,0.0
55,1,1126,"I just checked the warranty, which is (of course) One year.",0.0,0.0
55,1,1187,I will reach out to the company despite being two months over on the warranty just to see what they say.,-0.10000000149011612,0.10000000149011612
55,1,1293,I will update if anything changes.,0.0,0.0
56,1,0,My husband bought me the flexbrew about 6-7 yrs ago.,0.0,0.0
56,1,53,It was one of the few coffemakers that you could brew one cup or a whole lot.,0.10000000149011612,0.10000000149011612
56,1,131,Mine finally gave out and I was excited to find a replacement at amazon almost $40 less than a local store!,0.4000000059604645,0.4000000059604645
56,1,239,This is worth every penny!,0.800000011920929,0.800000011920929
57,1,0,I've owned this coffee maker for about 5 months now and I'm very pleased with it.,0.8999999761581421,0.8999999761581421
57,1,82,I basically only the single serve side since I'm the only one in my house who drinks coffee and I only need 2 cups per serving.,-0.30000001192092896,0.30000001192092896
57,1,210,"Overall, it works as advertised.",0.30000001192092896,0.30000001192092896
57,1,243,The single serve side fills my 2 cup mug in probably 4-5 minutes.,0.0,0.0
57,1,309,Not sure if there are drip machines that can do this quicker..?,0.10000000149011612,0.10000000149011612
57,1,373,My one complaint is that I can't purchase a new permanent filter for the single serve side.,0.800000011920929,0.800000011920929
57,1,465,It's still in decent shape but I figure at some point it will need replaced since it's used and rinsed daily.,0.30000001192092896,0.30000001192092896
57,1,575,A Hamilton Beach rep told me they don't sell these at all.,0.0,0.0
57,1,634,I'm currently searching third party sites for this filter.,0.0,0.0
57,1,693,"Hamilton Beach, perhaps you should include a few extra permanent filters with your new coffee makers!",0.6000000238418579,0.6000000238418579
57,1,795,"Other than that, excellent product.",0.8999999761581421,0.8999999761581421
58,1,0,"Single serve ONLY heats water to 145f at most, 135f at low end.",-0.20000000298023224,0.20000000298023224
58,1,65,Bleeeh!!!!.Should be ***at least*** 170f.,-0.4000000059604645,0.4000000059604645
58,1,107,"195f preferable.<br /><br />Has a small reservoir for cup overflow on single serve BUT it is made so tightly very little overflow goes in it, instead spilling on the counter.<br /><br />155f (just tested it) from the 12(?) cup side.<br /><br />Design is nice BUT application is really poor.",-0.800000011920929,0.800000011920929
59,1,0,I really enjoy the new coffee maker.,0.8999999761581421,0.8999999761581421
59,1,38,The only issue is with the Single Server side.,0.699999988079071,0.699999988079071
59,1,86,"Becareful not to put too much coffee in the small filter, if you do, the coffee grinds get into the mug.",-0.6000000238418579,0.6000000238418579
59,1,192,Everything else is great!,0.8999999761581421,0.8999999761581421
60,1,0,Amazing coffee nice and strong vary easy to use if you love coffee this is the coffee maker for you,0.8999999761581421,0.8999999761581421
61,1,0,We are enjoying this coffee maker..saving money by not having to buy k cups,0.8999999761581421,0.8999999761581421
62,1,0,I really like it.,0.5,0.5
62,1,18,GREAT IDEA!!,0.8999999761581421,0.8999999761581421
62,1,31,"But, 3 things they should address.<br />1.",0.30000001192092896,0.30000001192092896
62,1,74,Have coffee hotter.<br />2.,0.20000000298023224,0.20000000298023224
62,1,102,The main coffee pot brewer the water trickle splashes the coffee grounds.,0.20000000298023224,0.20000000298023224
62,1,176,The coffee splashes above the coffee filter.,-0.10000000149011612,0.10000000149011612
62,1,221,Which than gets coffee grounds in your pot of coffee and makes a mess.,-0.699999988079071,0.699999988079071
62,1,292,"Yes, put in less coffee grounds.",0.30000001192092896,0.30000001192092896
62,1,325,"But, I follow the direction.<br />3.",0.5,0.5
62,1,362,"The single cup brewer, the coffee grounds max line is not accurate.",-0.699999988079071,0.699999988079071
62,1,430,"Again, coffee grounds splash above filter and makes a mess and gets coffee grounds in your cup of coffee.",-0.4000000059604645,0.4000000059604645
62,1,536,"Yes, just add less coffee grounds.",0.4000000059604645,0.4000000059604645
62,1,571,"But, I follow the lines, but they’re not accurate.<br />Fix these 3, it’s the best coffee pot built.",-0.20000000298023224,0.20000000298023224
63,1,0,Works great.,0.8999999761581421,0.8999999761581421
63,1,13,Good price,0.800000011920929,0.800000011920929
64,1,0,individual serving side takes too long and it's not hot enough,-0.6000000238418579,0.6000000238418579
65,1,0,Easy to program.,0.8999999761581421,0.8999999761581421
65,1,17,Keeps coffee hot.,0.4000000059604645,0.4000000059604645
65,1,35,Most importantly the pot itself does not drip at all when pouring.,-0.30000001192092896,0.30000001192092896
65,1,102,Also does not drip on heating element when you remove pot during brewing!,-0.30000001192092896,0.30000001192092896
65,1,176,Great for the price,0.8999999761581421,0.8999999761581421
66,1,0,"WORKS GREAT FOR ROOMMATES, ON GOES TO WORK AND USES THE CUP AND THE OTHER STAYS HOME AND USES THE CARAF",0.800000011920929,0.800000011920929
67,1,0,Love it....,0.8999999761581421,0.8999999761581421
67,1,12,Looks and works great!,0.8999999761581421,0.8999999761581421
68,1,0,This is just what I was looking for.,0.6000000238418579,0.6000000238418579
68,1,37,It is good for on the go and stay at home!.,0.699999988079071,0.699999988079071
69,1,0,Quit after 2 months.,-0.20000000298023224,0.20000000298023224
70,1,0,"love that I only have to have ONE pot on the table, but hate I can't find the PODS locally",0.10000000149011612,0.10000000149011612
71,1,0,This has been great!,0.8999999761581421,0.8999999761581421
71,1,21,I use the single we've side mostly and it tastes so much better to have fresh brewed coffee instead of out of a pod.,0.4000000059604645,0.4000000059604645
71,1,138,The only thing is with the filter it comes with very fine bits of coffee make it through.,0.6000000238418579,0.6000000238418579
71,1,228,I only notice it at the end of my cup and if you custom ground the beans a little more coarse than standard ground coffee comes it probably wouldn't happen.,-0.5,0.5
71,1,385,"Overall, very pleased.",0.8999999761581421,0.8999999761581421
72,1,0,We love this pot.,0.800000011920929,0.800000011920929
72,1,19,Glad I waited this time to get what I wanted.,0.30000001192092896,0.30000001192092896
72,1,66,Love the to go cup feature.,0.800000011920929,0.800000011920929
72,1,95,Very cost effective compared to the big K!,0.6000000238418579,0.6000000238418579
73,1,0,About a month now.,0.0,0.0
73,1,19,"No complaints, nice machine.",0.8999999761581421,0.8999999761581421
74,1,0,Coffee doesn’t get too hot.,-0.6000000238418579,0.6000000238418579
75,1,0,I  can make my one cup of decaf before my husband finishes his pot of regular coffee,0.4000000059604645,0.4000000059604645
