review_id,product_id,review_content,rating,date,helpful_vote,verified_purchase,top_reviewer,title,bought_model,is_anomaly
53,1,"We're coffeeholics and we replace our coffee maker about every year, whether it needs it or not. This one performs as well as any of the higher priced trendy brands that we've purchased in the past. We got this one specifically because it has the single serve option on the side for using K cups.  That combined with a 12 cup carafe made it just the right machine for us. Maybe not as convenient as some of the machines that do K cups, because with this one you need to empty the K cup contents into the bronze screen filter basket, to get a good strong cup of joe. It's an easy task though and not messy at all. I would definitely recommend it to a friend and wouldn't hesitate to purchase another one. We'll see how it holds out over the long term, about a month and a half so far and it's performing perfectly.",5,2014-09-08,,True,,to get a good strong cup of joe,,
54,1,"One day last month (Jan. 2018), I went to make a pot of coffee. Filled up the reservoir, added the filter and grounds, pressed the power button, and went into the other room to do something else. I realized sometime later that I wasn’t hearing it’s normal percolating sounds, so I returned and found the pot was still empty and stone cold! So I knew it was time for a new coffee maker!<br /><br />I really like this coffee maker! I've never had any experience with the single-serve units out today, but, when I saw that I could have one such pot and a 12-cup pot in one product for a reasonable price, I bought it. And I’m glad I did. I enjoy being able to brew twelve pots to have ready throughout the day when I’m not at work, but, on mornings when I’m running late, I like being able to flip the switch to Single Brew and just fill up a cup.<br /><br />For the single brew side, you can brew up to a 14-ounce cup/travel mug. If you do smaller, such as 10 ounces, there’s a little stand to raise your cup closer to the drip. If you have a travel mug (14 ounce), you don’t need the boost. When not in use, the stand turns upside down in order to fit into the unit, camouflaged. It has a separate reservoir and a separate filter for the single-serve side.<br /><br />For the 12-cup side, you get a sturdy pot and a separate reservoir/filter.<br /><br />This product also comes with a small supply of filters, but a word of caution: The first two times I brewed coffee using these filters, there were coffee grounds in the brew. At first, I didn’t know to lay the blame on the filters, but when I changed it the second time, I noticed how the grounds rose higher than the filter. So I tried using the filters for our old pot and brewed a grounds-free pot of coffee. I don’t know why the filters provided aren’t the right size for the filter basket, but, if you use their filters, don’t be surprised if there are grounds in your pot.<br /><br />Other than the short filters, I can’t find a thing wrong with this coffee maker. It’s wider than my old 12-cup maker, but it doesn’t take up too much more room on the counter. Another feature is the option to make a stronger pot of coffee (which I haven’t used) by pressing Brew. The 12-cup pot also stays hot for two hours after it’s brewed.<br /><br />All in all, I’m glad I bought this product.",5,2018-02-01,4.0,True,,A Great Purchase!,,
55,1,"I had been enjoying this coffee maker for a year & two months.  It's design & the to go brew had been convenient.  I even liked how my stainless steel to go cup fit perfectly in the single brew space for storage.  BUT I was extremely disappointed when I realized the reason my coffee wasn't ready when I woke up for work this morning, was that the clock for programming the wake alarm is only in PM now!  I rolled thru the clock multiple times & there is no AM option anymore to set my wake up brew.  I have tried multiple tests/settings for the automatic brew in PM & it just doesn't work at all anymore!  Having a programmable clock to set a timer is one of the main reasons why I purchased this coffee maker.  You would think a coffee maker in this price range would last longer then a year & two months.  The programmable clock function is so important to me that I will now need to buy another coffee machine. (The Mr. Coffee machine I had before this one lasted me 5 years & that was $20 cheaper!  Hopefully I can find that one again.)  So I bought this machine in November 2016, I've had it for One year & two months.  I just checked the warranty, which is (of course) One year.  I will reach out to the company despite being two months over on the warranty just to see what they say.  I will update if anything changes.",2,2018-01-25,6.0,True,,Programmable Wake Function is Broken after 1 Year & 2 Months!,,
56,1,My husband bought me the flexbrew about 6-7 yrs ago. It was one of the few coffemakers that you could brew one cup or a whole lot. Mine finally gave out and I was excited to find a replacement at amazon almost $40 less than a local store! This is worth every penny!,5,2018-04-19,,True,,"Easy to use, 3min cupof coffee",,
57,1,"I've owned this coffee maker for about 5 months now and I'm very pleased with it. I basically only the single serve side since I'm the only one in my house who drinks coffee and I only need 2 cups per serving. Overall, it works as advertised. The single serve side fills my 2 cup mug in probably 4-5 minutes. Not sure if there are drip machines that can do this quicker..? My one complaint is that I can't purchase a new permanent filter for the single serve side. It's still in decent shape but I figure at some point it will need replaced since it's used and rinsed daily. A Hamilton Beach rep told me they don't sell these at all. I'm currently searching third party sites for this filter. Hamilton Beach, perhaps you should include a few extra permanent filters with your new coffee makers! Other than that, excellent product.",4,2016-12-02,,True,,"Great coffee maker, needs to include more permanent filters!",,
58,1,"Single serve ONLY heats water to 145f at most, 135f at low end.  Bleeeh!!!!.Should be ***at least*** 170f. 195f preferable.<br /><br />Has a small reservoir for cup overflow on single serve BUT it is made so tightly very little overflow goes in it, instead spilling on the counter.<br /><br />155f (just tested it) from the 12(?) cup side.<br /><br />Design is nice BUT application is really poor.",1,2016-05-24,,True,,Looks good but .....,,
59,1,"I really enjoy the new coffee maker.  The only issue is with the Single Server side.  Becareful not to put too much coffee in the small filter, if you do, the coffee grinds get into the mug.  Everything else is great!",4,2014-01-06,,True,,Enjoy the Coffee Maker,,
60,1,Amazing coffee nice and strong vary easy to use if you love coffee this is the coffee maker for you,5,2016-04-04,,True,,Amazing coffee nice and strong vary easy to use if ...,,
61,1,We are enjoying this coffee maker..saving money by not having to buy k cups,5,2015-01-27,,True,,Five Stars,,
62,1,"I really like it. GREAT IDEA!! But, 3 things they should address.<br />1. Have coffee hotter.<br />2. The main coffee pot brewer the water trickle splashes the coffee grounds. The coffee splashes above the coffee filter. Which than gets coffee grounds in your pot of coffee and makes a mess. Yes, put in less coffee grounds. But, I follow the direction.<br />3. The single cup brewer, the coffee grounds max line is not accurate. Again, coffee grounds splash above filter and makes a mess and gets coffee grounds in your cup of coffee. Yes, just add less coffee grounds. But, I follow the lines, but they’re not accurate.<br />Fix these 3, it’s the best coffee pot built.",3,2018-04-02,,True,,"It’s Good!! 100% Best Idea, but fix 3 items.",,
63,1,Works great. Good price,5,2017-02-14,,True,,Five Stars,,
64,1,individual serving side takes too long and it's not hot enough,3,2015-01-21,,True,,Three Stars,,
65,1,Easy to program. Keeps coffee hot. Most importantly the pot itself does not drip at all when pouring. Also does not drip on heating element when you remove pot during brewing! Great for the price,5,2014-02-15,,True,,Love this coffee maker,,
66,1,"WORKS GREAT FOR ROOMMATES, ON GOES TO WORK AND USES THE CUP AND THE OTHER STAYS HOME AND USES THE CARAF",5,2014-08-19,,True,,WORKS GREAT FOR ROOMMATES,,
67,1,Love it.... Looks and works great!,5,2015-12-13,,True,,Five Stars,,
68,1,This is just what I was looking for. It is good for on the go and stay at home!.,5,2015-07-10,,True,,It is good for on the go and stay at home,,
69,1,Quit after 2 months.,1,2015-09-21,,True,,Broke,,
70,1,"love that I only have to have ONE pot on the table, but hate I can't find the PODS locally",4,2018-02-01,,True,,love that I only have to have ONE pot on ...,,
71,1,"This has been great! I use the single we've side mostly and it tastes so much better to have fresh brewed coffee instead of out of a pod. The only thing is with the filter it comes with very fine bits of coffee make it through. I only notice it at the end of my cup and if you custom ground the beans a little more coarse than standard ground coffee comes it probably wouldn't happen. Overall, very pleased.",4,2016-04-18,13.0,True,,This has been great! I use the single we've side mostly and ...,,
72,1,We love this pot.  Glad I waited this time to get what I wanted.  Love the to go cup feature.  Very cost effective compared to the big K!,5,2014-03-04,,True,,Great for a full pot or on the go!!,,
73,1,"About a month now. No complaints, nice machine.",4,2016-09-06,,True,,Nice Machine,,
74,1,Coffee doesn’t get too hot.,3,2018-08-28,,True,,Three Stars,,
75,1,I  can make my one cup of decaf before my husband finishes his pot of regular coffee,5,2018-04-26,,True,,I can make my one cup of decaf before my ...,,
76,1,"I bought this after enjoying one at a lake house for a week and having fresh coffee whenever family members woke up.  Very disappointing, as the warmer plate stopped getting hot after less than a month, then days later water in the carafe side stayed in the reservoir and wouldn't brew.  Easy return and Amazon is sending another.  Hope that was just a lemon.  We drink a lot of coffee and our Gevalia system has lasted for years.  I just bought this because I Iiked having fresh coffee by the pot or cup.  Update:  Received the second pot and this time carafe doesn't line up with brew basket to open the valve so water does not flow into carafe but sits in brew basket.  Unless you like making returns, don't buy this coffeepot!",1,2015-08-01,4.0,True,,Disappointing...twice,,
77,1,Not worth $2.00!!  The part on the carafe brewing basket that stops the liquid from running fell out in less than a month!!  I called support.  They want $5.99 to ship a replacement.  I refuse to pay that for a defective product  that will probably do the same thing in less than a month.  $5.99 will add up every month in a hurry.  This is a piece of junk!,1,2017-03-15,2.0,True,,Not worth $2.,,
78,1,"I love that I can easily choose the method I want to make coffee. Coffee tastes great, comes out hot, and stays warm for a few hours in the carafe.<br /><br />The only complaints I have are that I can't scrub the water reservoir well (though I could probably spray it with vinegar and run a cycle with water only), and that making coffee in the carafe takes SOOO LOOOONG. It's super slow, like 15 minutes to get 10 cups. Wish it were a little faster. Otherwise, I'm pleased.",4,2018-09-08,,True,,"Works great, just a few quirks",,
79,1,"I drink a lot of coffee, and all my coffee pots are extremely important to me. I went from Cuisinart coffee pot that ground the beans for you at the time of brewing. It was amazing until six year of everyday or more brewing it broke. I also had a Cuisinart before that, that ground the coffee for five years. But my husband tired of the grinding noise in the morning. So I looked into a coffee pot that would brew a pot or a cup depending on your need. Since, we have visitors that sometimes request just an afternoon brew.<br /><br />I had to have this pot, because the single cup side had a reusable filter and I am not willing to be wasteful on those popular pods for coffee brewing. Not to mention they are expensive and I want to control the grounds. I like fine grinds for a strono cup.<br /><br />I bought this with a separate grinder and my husband and I are both happy. I grind the coffee the night before and program the pot for my delicious morning coffee. I use the pot side daily and the cup side from time to time. It is my new favorite coffee pot.<br /><br />FYI, some review mention the cup side splattering, but a brief run though in the instructions shows that you can raise the cup. No splatter and a super hot cup of Joe will be waiting. I would say, great buy!",5,2014-06-07,3.0,True,,For Coffee Lovers,,
80,1,"I bought this coffee pot because my expensive Kurieg coffeemaker died! It was my 2nd one that I had purchased and I wanted to get away from using the expensive  Kurieg pods, but still enjoy a fast cup of coffee! With this one I would also have the option of a full pot if needed! At first I was a bit disappointed because I couldn't find filters that would fit on the single cup size. I was tearing larger filters in half and folding over the excess, but it was messy as grounds still escaped. Not tearing the filter in half and just twisting it closed as some suggest, to me, just slowed the brewing time down as it took forever for it to stop dripping due to the amount of paper the water had to drip through.<br /><br />So, I ordered a small box of the senseo type &#34;fill your own pod&#34; filters. I thought the sealer that you need to use to seal these pods was way too expensive! I read that a lot of folks were sealing the pods with an iron and making up a large batch of pods at a time, so I decided to give that option a try.  I found a canning ring  (someone suggested this) and it worked well as a base. I proceeded to fill 30 pods, some with regular grounds for my morning/early afternoon coffee and some with decaf for evening cups or for my friends and family who need decaf. This seemed to go well and I finished pretty quickly and was feeling optimistic! But when I started to put them in snack size ziplock bags, two per bag, to keep them fresh, grounds started escaping from the pods! I had to start resealing with the iron all the leaking pods! I was starting to get tired of fooling with all this, and thinking I did not want to have to do this every time I needed more pods! I started using the pods I had made, putting them in the little pod holder that snaps in over the permanent filter that came with the pot. I was disappointed because the pod seemed to shift to the side when the water dripped. This meant that the water was only utilizing a small part of the grounds and the coffe was weak. Not good for me because I like a strong cup! What to do?<br /><br />I thought maybe a smaller basket filter that wouldn't have so much paper to fold over would be better, so I looked for some of those at the supermarket, but couldn't find any. I looked on Amazon and they have them but I found they were expensive and I wasn't really sure that option would work to my satisfaction either.<br /><br />So back to my refillable pods! I tried putting the pods directly into the permanent filter but didn't want to remove the pod holder because I actually had a box of prefilled pods that I had bought by mistake sometime back that my husband was using up, so I left it in and just let it sit over the pod I filled myself. Bingo! Much better! The pod holder kept the homemade pod in place and the coffee was stronger! But there was still the issue of all the work I had gone through to make those pods!<br /><br />So I decided to experiment with not actually sealing them. I put an empty pod in the bottom of the permanent filter, leaving the flap opened so I could fill it with my grounds. After putting in the grounds I flipped the flap over the grounds and then let the pod holder sit on top of the unsealed pod. Brewed my cup on the bold setting and anxiously awaited the results! I am pleased to say it worked perfectly! I had a good, strong cup of coffee and no grounds in my cup! Now to check the difficulty in removing the used grounds and unsealed filter. Hummm! If you try to lift it out, you will have a mess! To avoid a mess I simply grabbed the edge of the filter, standing over the garbage can, and SLID it sideways into to garbage can. No mess! I didn't even have to rinse out the filter!  Problem solved! The only reason I didn't give 5 stars is because I had to go through all this to find my solution! No problems at all on the carafe side!",4,2017-07-29,12.0,True,,Finally love it!,,
81,1,This coffee maker is everything I wanted and more! My roommates and I have different work schedules. By time I got up and ready to go to work my coffee was always burnt after sitting for hours. Now I can make one fresh cup when I'm ready for it. But when we are all home on the weekends it great to make one big pot to share. Cleaning is a breeze! I really enjoy strong coffee and the bold setting definitely adds the extra flavor that I'm craving! Would recommend this coffee maker to anyone!,5,2016-08-10,3.0,True,,Absolutely love!,,
82,1,"Awesome coffee pot. LOVE this pot. Just got it but now i can make my herbal tea right in the coffee pot, I had a bunn before and it would run over the top and not make it right. Reason for buying was the single cup side. I was leery about buying  because i had a bunn, but this coffee maker seems to be perfect so far.THE DESCRIPTION SAYS IT COMES WITH A MESH FILTER. iT DOES NOT. I HAD TO PURCHASE ONE. (FOR THE CARAFFE SIDE)",5,2016-11-02,2.0,True,,brews herbal coffee....,,
83,1,"All features work as advertised.  Single brew or full pot, timer, etc.  Makes good coffee, too.  Only complaint is regarding the intensity of the display lights -- WAY too bright (see pics).  Aside from that, we're very pleased with this purchase.",4,2017-12-12,2.0,True,,Blindingly Bright,,
84,1,"I was looking for a new coffee maker and came across this one. I don't like the K cup ones, they are expensive and a cup is only 5oz. Also K cups are very expensive.  I love that I can make a large (up to 17oz) cup of coffee and I'm using half of the coffee in this that I had to making a small pot just for me.  If you need to take it to work in the morning, it shuts itself off and there are no worries, and no pot to clean.  My girls came to visit and we made a pot every day, it worked great as well. I like that the coffee is HOT.  My last pot didn't make very hot coffee. I like good, strong coffee, and because the filter is the right size for the cup, it saves me coffee and is still nice and strong.",5,2018-08-06,,True,,Great coffee maker,,
85,1,"This is a nice machine which makes excellent tasting coffee.  However there is two things I wish they would made better; this machines does not work with kcups, it will not accommodate a 22oz or larger cup, and trying to replace the single reuse filter is nearly impossible. While trying to use the Kcups it made a very high pitch streaking noise.  All those cups have to be opened and used with the single serve filter.",4,2018-12-07,,True,,Please read comments.,,
86,1,"I bought this to replace our coffee maker when it died. I was skeptical about the luxury feature of the single-cup brewing, but decided to go with it on a whim. Turns out it's the only part of the coffee maker I use now! I love that I can make the exact amount of coffee I want for any size mug in the house. Simply add the water that matches my mug, leaving as much room as I'd like for dairy, and that's what I get for brewed coffee. No dregs sitting around in the pot, no guessing on the grounds to get the right amount of coffee. The option to do light or dark roast makes a huge difference for the various preferences in the house, and one of the family has even started using the single-serve side to brew her mug of tea each morning. Works great for that, too!<br /><br />I have owned it for just over a month now and only used the carafe for a dinner party. It's nice to have both options, for sure.",5,2017-05-21,,True,,"Versatile, Perfect Cup Each Time!",,
87,1,"This is the best of both worlds if you are sometimes a single cup drinker, but other times need a full pot.  I must admit, the single serve makes a &#34;weaker&#34; cup of coffee, but it gets the job done with minimal clean up.  The pot makes a nice bold pot.  Keep in mind there is a filter already in the single serve, but if you make a pot of coffee you will need your own filters.  lastly, this does NOT take K cups - you will use ground coffee in a &#34;mini&#34; filter that comes with this to make your single serve cup.",4,2018-01-29,,True,,Best of both worlds,,
88,1,I have got this coffee maker for more than 8 months now it has been working great  with no problems at all.,5,2017-01-26,,True,,... more than 8 months now it has been working great with no problems at all,,
89,1,"Oh my gosh I love this concept, 2 in 1!!!!!",5,2018-03-07,,True,,Five Stars,,
90,1,I wanted a single cup feature without the waste of a Keurig pod.  Easy to use with just a flip of a switch.,5,2018-11-22,,True,,Single cup feature is a plus,,
91,1,Good product,4,2018-03-31,,True,,Four Stars,,
92,1,I love this coffee maker! I've used it every day for a few months with no issues.,5,2017-05-16,,True,,Five Stars,,
93,1,"I bought this for my parents and they had it 9ne solid month, then the single serve side quit working. Buy the Ninja coffee bar instead.",3,2018-11-18,,True,,I bought this for my parents and they had it ...,,
94,1,"Cool beans - coffee beans, that is! Works like a charm. Thanks!",5,2017-05-02,,True,,"Cool beans - coffee beans, that is.",,
