review_id,product_id,review_content,rating,date,helpful_vote,verified_purchase,top_reviewer,title,bought_model,is_anomaly
19,1,"I am extremely disappointed with this Keurig.  I got this on December 29, 2017 and the thing is starting to melt.  This should not happen in under 2 months of use.  Please see pictures attached.",1,2018-02-28,,True,,THIS IS A MELTING POT!!!!  AWFUL!!!!,Color: Rhubarb,
20,1,i use this to make my iced teas. i love the convenience.,5,2017-08-02,,True,,great tea maker,Color: Black,
21,1,AS expected!.,5,2017-01-26,,True,,Five Stars,Color: Black,
22,1,perfect product for a decorative and colorful kitchen 5 stars,5,2017-06-26,,True,,great appliance,Color: Rhubarb,
23,1,great product good service by vender!,5,2017-08-07,,True,,Five Stars,Color: Black,
24,1,"I don't care for it at all, it makes a weak cup of coffee.",2,2017-03-01,,True,,Two Stars,Color: Black,
25,1,"Okay, expected better results......",3,2017-02-10,,True,,expected better results.,Color: Black,
26,1,Got this 4 my special friend..She loves it,5,2017-05-13,,True,,Five Stars,Color: Rhubarb,
27,1,Crap. I bought it Jan 13 completely broke Feb 24. Outside the window to return it.,1,2017-01-14,,True,,Poor quality product,Color: Black,
28,1,Great product.,5,2017-09-14,,True,,Great,Color: Black,
29,1,The color,3,2018-02-04,,True,,It’s very heavy,Color: Rhubarb,
30,1,Works great,4,2017-09-27,,True,,Four Stars,Color: Black,
31,1,It is very loud,4,2017-04-04,,True,,Four Stars,Color: Black,
32,1,Best investment,5,2018-03-24,,True,,Five Stars,Color: Black,
33,1,A great addition to my kitchen!,5,2017-01-07,,True,,Keurig K55 Single Serve Programmable K-Cup,Color: Black,
34,1,Nice for a quick cup of coffe.,5,2018-01-19,,True,,Five Stars,Color: Black,
35,1,Works Great !!,5,2017-11-03,,True,,Five Stars,Color: Black,
36,1,Terrific!,5,2017-08-31,,True,,Exceeds expectations,Color: Black,
37,1,"We had a keurig we loved that died, so we had to replace, the model is no longer sold we were trying to duplicate but forget it!  The tank is so small you have to fill it every day and there is only 2 of us.  I wish I had returned.",2,2016-08-15,,True,,Disappointment,Color: Black,
38,1,excellent,5,2017-08-29,,True,,Five Stars,Color: Black,
39,1,Great machine at a great price.,5,2016-09-15,2.0,True,,Five Stars,Color: Black,
40,1,Stopped dripping water after a few months. I only used bottled water,3,2017-09-14,,True,,Back to the drawing board for Keurig,Color: Black,
41,1,Love it,5,2018-10-04,,True,,Perfect,Color: Black,
42,1,The heating element went out quicker than I would have liked,4,2018-10-04,,True,,Coffee,Color: Black,
43,1,A little trouble with the water container.,5,2018-10-04,,True,,That my coffee will be nice and hot.,Color: Black,
44,1,"Finally upgraded from my original single cup Kuerig! Such a great decision :) I like being able to choose my cup size, as well as how quickly it heats up and brews.",5,2018-09-29,,True,,Happy Coffee Drinker,Color: Black,
45,1,This machine makes a constant hum when plugged but the power button is off,3,2018-09-19,,True,,Humming noise,Color: Black,
46,1,Good product great value,5,2018-08-21,,True,,Good product great value,Color: Black,
47,1,Love my new beverage station!! Great product.,5,2018-05-02,,True,,Five Stars,Color: Black,
48,1,This is a great way to make a single serving of coffee! I highly recommend.,5,2018-01-26,,True,,Five Stars,Color: Black,
49,1,"Great color.  Works like a Keurig.  However I used it 3 days in  March in 2017 and have used it since January 1, 2018,the pump is NOT working right.  Very disappointed.",2,2017-03-01,,True,,quit working only really used 2 months at my winter home.,Color: Rhubarb,
50,1,"I’m very pleased with the Keurig K55 coffee maker. We like the color & water filter addition to the model. We were so happy that we also ordered one for our daughter as a birthday gift in the same color, rhubarb.",5,2018-02-09,,True,,"Fill water only to the indicated water line, not above.",Color: Rhubarb,
51,1,A part from one cup per every pod..it's fabulous.love every cup.,4,2017-05-29,,True,,Coffee in seconds.,Color: Black,
52,1,Died at two years but we made six to eight cups a day and live in South Texas so...,5,2017-02-28,,True,,Five Stars,Color: Black,
53,1,works great,5,2018-01-24,,True,,Five Stars,Color: Black,
54,1,My favority machine in my kitchen.,5,2018-04-04,,True,,Five Stars,Color: Black,
55,1,I love it!,5,2018-01-28,,True,,Five Stars,Color: Black,
56,1,Very happy with appliance,5,2017-06-17,,True,,Five Stars,Color: Rhubarb,
57,1,"I like the fast cup of coffee, but i don't like the coffee grinds in the cup.  I am not pleased with this product.",2,2016-11-04,,True,,I like the fast cup of coffee,Color: Black,
58,1,Not one problem what so ever. Other more expensive models have given me issues.,5,2017-03-08,,True,,Five Stars,Color: Black,
59,1,"Coffee is good, but machine needles stop up very often. Nothing in instructions on what to do. I recommend buying the extended warranty. Glad I did.",2,2018-01-17,,True,,"Coffee is good, but machine needles stop up very often",Color: Black,
60,1,"I bought this to use at work and am generally happy with it. There is one odd thing though. If I fill it by removing the reservoir, filling it and then re-installing it, it will not pump water properly. I called for support and was given some things to try that didn't really work well. Oddly enough, if I just fill the reservoir by pouring water into it from a bottle, it works just fine.",4,2018-01-17,,True,,Great except for one odd quirk,Color: Black,
61,1,"takes a minute to heat up, so if you are looking for a quick cup in the morning before hitting the road for work...keep that in mind. Make sure you have enough water in the well, because when you think it's ready and your'e ready to go, the &#34;add water light &#34; comes on....and it sets you back a bit, but it's all good...just put extra water in and your'e good. The coffee comes out hot...",4,2017-01-18,2.0,True,,I likes,Color: Black,
62,1,I just received and used for the first time today and so far I love it! I have had 2 regular keurig's in the past and both went out within 6 months both were gifts. So im hoping this fancier more expensive version lasts me a long time. Id rather not spend a crap load of money for something that will stop working within 6 months. This version has a very simple set up and looks beautiful with my vintage red and brown coffee themed kitchen decor. So far im giving 5 stars!,5,2018-12-07,,True,,Beautifully amazing so far!,Color: Rhubarb,
63,1,The jury is still out on this. Hopefully it works like it should. Had trouble once already in brewing a quarter cup.  Had to clean needle already only a month old. First one lasted a long time but started acting up and cleaning didn't help it was recycled.  Bought a extended warranty and save box hopefully I don't half to return.  Two months later it doesn't work,1,2017-03-23,2.0,True,,Hope it's a good one?,Color: Black,
64,1,"Update: I called Keurig support and it seems it was a quick and easy fix, requiring about 2 minutes and a paperclip. I found their customer support very helpful. I changed my star rating to a 4 simply because I'm not sure if the issue will return.<br /><br />I have to give our Keurig a low review because after only a little more than a month, it has stopped making a large cup of coffee. It starts to heat up the water and then makes a clicking noise and the lights flash. The low water indicator light comes on even though there is plenty of water. It is annoying to stand there waiting while making two small cups when you have two small kids running around!",4,2017-02-17,,True,,"Great at first, then stopped making the largest cup",Color: Black,
65,1,"This literally worked for a few months and quit. Apparently this is a thing that happens to these machines often. I didn’t use it enough to break it, but it doesn’t work. I used this machine a total of 17 times. I know this because I had 18 keurig cups. This is overpriced garbage. Don’t buy it. Buy a pour over. They’re cheaper and don’t break after 17 uses.",1,2018-07-04,,True,,over priced garbage.,Color: Rhubarb,
66,1,"I've been debating buying a Keurig for a long time, and when this went on sale, I couldn't resist. I had heard that Keurig makes weak coffee, so I was worried because I love strong coffee. But I've had no problems. It works well, my coffee comes out hot. I like it. I use the middle cup setting (no idea what measurement it is) and it's not weak at all (I buy Donut Shop Dark). The hot chocolate I tried from it sucked though. That was weak. But this was easy to set up and easy to use. I can't complain.",5,2017-02-25,,True,,"Easy to use, works well.",Color: Black,
67,1,This machine hardly works. We had bought 1 and it stopped working right at the return time frame. We were told we did not have to return the broken one...they sent a &#34;new&#34; one that also does not work. And now they are asking for the original 1st broken one back....Neither of them work. WATER DRIPS THROUGH IN TINY DROPS. BARELY FILLS ONE CUP. HAVE TO RUN IT MULTIPLE TIMES TO GET ONE CUP OF COFFEE.,1,2017-05-22,2.0,True,,Do not buy - Barely drips coffee - Have to run many times for a single cup & return policy is lacking.,Color: Black,
68,1,"We had a K250. The coffee was always warm with high maintenance. It finally stated dumping g a lot of grounds in every cup. We had so many K Cups we had to get another machine. This was top rated on Amazon and it is. Very hot coffee every time, minimal maintenance, like no rinsing after a cup of tea. This makes a great cup of coffee with ease.",5,2016-10-21,3.0,True,,Great machine,Color: Black,
69,1,I love the machine except that I like a large cup of coffee and using the biggest cup setting and I still have to run a small to fill my cup.its takes too long to run twice.,1,2017-04-18,3.0,True,,I love the machine except that I like a large cup ...,Color: Rhubarb,
70,1,We replaced our old Keurig B60 that died after years of good service. This K55 model is faster than our B60 was.  It fits better under our cabinets and the price was right.,5,2017-10-22,,True,,Great coffee maker.,Color: Black,
71,1,"Works fine for now.  I've had three of these break in the past, two in less than a year.  Hope the quality of this one is better, but it looks the same out of the box.",3,2016-09-19,,True,,unreliable in past,Color: Black,
72,1,great,4,2018-03-02,,True,,Four Stars,Color: Black,
73,1,Love the color and the K-cup capability. Use with refillable K-cups and it's a Win-Win all around.,5,2017-04-21,,True,,Gorgeous Red for K-Up Afficienatos,Color: Rhubarb,
74,1,As of now its in use everyday love this machine too easy and clean up a snap .. we make tea coffee and hot chocolate and works well ..,5,2018-01-20,,True,,If you dont have one your missing out !,Color: Rhubarb,
75,1,So happy with this coffee maker. I had a different keurig model but coffee always came out lukewarm. This makes a hot cup of coffee like it’s supposed to,5,2017-12-19,,True,,So happy with this coffee maker,Color: Black,
76,1,"My Wife told me that this was the best item that I gotten here since we married. Better then the $12,000 remolded kitchen that I did for her....Go figured....",5,2017-10-21,,True,,My Wife told me that this was the best item that I gotten here since we married,Color: Black,
77,1,Used it for a couple weeks. Coffee tasted watered down after that time.,1,2018-04-20,,True,,One Star,Color: Rhubarb,
78,1,I got this on sale during Christmas. I love this. Can make a cup in just a minute or so. My wife uses this daily.,5,2018-04-15,,True,,Great - Well Made - Love It,Color: Black,
79,1,good buy and simple to use . great for one person or if you want different flavors of coffee,5,2017-05-14,,True,,Five Stars,Color: Rhubarb,
80,1,"Smell coming out of pot, water didn't fill cups, returned and got 2.0",3,2016-08-11,,True,,Three Stars,Color: Black,
81,1,Easy to use great cup of coffee,5,2018-05-06,,True,,Five Stars,Color: Black,
82,1,Easy to operate.  Brews a good hot cup of coffee.,5,2016-07-29,,True,,Hot coffee!,Color: Black,
83,1,Love it!,5,2018-04-23,,True,,Five Stars,Color: Black,
84,1,"Great coffee, easy to use!",5,2016-09-01,,True,,Five Stars,Color: Black,
85,1,Be sure and run three or four tanks of water through it when you first get it - that helps remove a STRONG plastic taste and odor.  Once you get it rinsed out it's great.,5,2017-01-06,,True,,Once you get it rinsed out it's great.,Color: Rhubarb,
86,1,love this machine. It uses all k- cups. thanks.,5,2017-09-11,,True,,Five Stars,Color: Black,
87,1,Great product. Wife loves it!!,5,2018-05-04,,True,,Five Stars,Color: Black,
88,1,I don't like the design of the water reservoir. It is awkward to lift and put back!!!,3,2017-06-01,,True,,Three Stars,Color: Rhubarb,
89,1,Love it! Simple to use! Great shipping!,5,2017-01-01,,True,,Five Stars,Color: Black,
90,1,"Despite being impressed by Keurig's coffee machines, we waited awhile before purchasing our first one.  My husband was committed to finding the best deal available to maximize the value of our purchase.  I'm glad he did.  We now enjoy our Keurig machine every day - for coffee and/or cocoa.",5,2018-12-18,,True,,Crazy for Keurig,Color: Black,
91,1,This is the second one I bought. I love the other one so much I purchased this for another home I frequently stay at. A perfect cup of coffee every time. Never any issues. Well made and easy to clean. No need for Starbucks for coffee.,5,2018-12-18,,True,,A great cup of coffee,Color: Black,
92,1,I adore this great coffee maker!!! Well designed I believe and very easy and to use!!! My first Keurig!!!,5,2018-12-18,,True,,I adore this great coffee maker,Color: Black,
93,1,Literally couldn't make it to work without this guy greeting me in the morning. No issues.,5,2018-12-17,,True,,Mr. Dependable,Color: Black,
94,1,Great item! Fast shipping!,5,2018-12-17,,True,,Great deal,Color: Black,
95,1,I've had this machine for about 9 months now.  No problems at all ! Easy to clean. Easy to use. Definitely a money saver.,5,2018-12-17,,True,,Would Recommend,Color: Black,
96,1,"My first machine had to be replaced after 2 years.  After 1 1/2 years it started making smaller cups on the middle setting despite cleaning and descaling as directed.  I started using the larger button until it was making only half a regular cup on July 18, 20018 I purchased a new one. This one worked properly for only 2 months before making smaller cups.  I used the large setting to ge a regular cup.  Finally I did multiple cleanings and it continued getting smaller cups.  I have not coffee this past week and am reverting to my old style coffee maker.",1,2018-12-17,,True,,Failed after 6 months,Color: Black,
97,1,Just what I was looking for!!,5,2018-12-17,,,,👍👍,Color: Black,
98,1,"Love it. Hot, fresh coffee whenever I want. Only takes a minute to heat up. Not dumping out coffee that sat too long.",5,2018-12-17,,True,,Convenient,Color: Black,
99,1,Already had to replace this because it started tripping the gfci,3,2018-12-17,,True,,Three Stars,Color: Black,
100,1,"Liked most things about this item, but very disappointed that it does NOT actually generate a &#34;large&#34; setting 12oz cup, only 10oz.and there seems to be no way to adjust that limit.  If 10oz is the most you'll ever want, the I do highly recommend this item.",2,2016-07-24,,True,,Liked most things about this item,Color: Black,
101,1,Works great,5,2016-06-06,,True,,Five Stars,Color: Black,
102,1,It works great,5,2016-05-14,,True,,I am glad I purchased it,Color: Black,
103,1,"After 2 months, it's started crapping out on me. So stupid. Save your money. You shouldn't have to pay extra to get a warranty for something you expect to make it for at least 2 years!!!! Poorly made &amp; I know I'm not the only one who feels this way. It went from pouring the wrong amount of coffee to not even heating up anymore. When it worked, it worked great, but at the end of the day, it just isn't worth having a $100 machine that does absolutely nothing. I am only leaving 2 stars because there was a small fragment of time when I loved having it. It's less than unreliable because it straight up no longer works at all!!!!!  :-(",2,2017-05-07,,True,,Crap,Color: Rhubarb,
104,1,I bought this as a gift for my mom and she doesn't like it. However she threw the box away so I couldn't return it. She never really stated why but she wasn't impressed. After she saw my Starbucks Verismo machine she stated she would have rather had that but she doesn't like Starbucks coffee.,3,2017-01-30,,True,,... as a gift for my mom and she doesn't like it. However she threw the box away so ...,Color: Black,
105,1,"quite noisy: Makes a chorus of odd noises and clunking when water starts getting hot and different obnoxious noises when it's pouring. Very few other reviews mention this, so I guess i should have returned this beast. It's embarrassing when i have people in my office. Otherwise works quite well.",2,2017-10-23,,True,,Makes chorus of odd noises and clunking when water gets  hot,Color: Black,
106,1,"This is a little different than the old Keurig I purchased this to replace, but still basically the same (just some different design features, nothing huge). Unfortunately Keurigs appear to be built to break eventually, so I chose to go with one of the cheaper versions, because it's ridiculous to pay more money for a product that will break in about the same amount of time. My parents, my sister, and my roommates have all had a Keurig, and all of them have busted. Ridiculous. I'd pay a lot more for a Keurig that is made with solid parts (maybe less plastic internal parts and more metal) so that it wouldn't break so soon. It just seems wasteful.",4,2017-01-20,,True,,This is a little different than the old Keurig I ...,Color: Black,
107,1,"This is actual 4th purchase of a Keurig - one as a gift, one for work, and two for home (over the last 16 yrs).  I love the using this on workday mornings when I barely have time for one cup.  Wish they would make the environmentally better k-cups - like those used by San Francisco Bay.",5,2017-06-04,,True,,Fantastic product but . . . environmentally?!,Color: Black,
108,1,"I have not been a Keurig fan, however I found some k cup coffees that actually have FLAVOR. This ones a keeper.",5,2016-08-23,2.0,True,,"I have not been a Keurig fan, however I ...",Color: Black,
109,1,"Actually, one star is one too many.  Nothing about this coffee maker worked from the moment I plugged it in.<br />Because it was so totally non-functional,  I returned it within 48 hours.  Piece of junk....",1,2018-05-26,,True,,"Actually, one star is one too many. Nothing ...",Color: Black,
110,1,Love this freakin machine. Had a black one for almost 10 yrs that actually still works but I decided to get this colored one. I do believe the black one was about to go on us because it seemed to get louder and louder..but nevertheless it still works.,5,2018-10-03,,True,,Great buy,Color: Rhubarb,
111,1,"This is my second kuerig, the first one died after 4 years of use so I wasn’t too upset. I tried the traditional coffee makers and just found I was wasting coffee and hated the hassle or prepping it up and remembering to turn it off and on. Glad to have a kuerig again, also bought reusable k cups to put my own coffee in.",4,2018-01-14,,True,,Great for quick cups of coffee,Color: Black,
112,1,Our second Keurig.  We love the single cup machine.  It has served us well.  Also love the great red color of this one.,5,2017-03-20,2.0,True,,The best!,Color: Rhubarb,
113,1,"Very good functions but stops pumping water after a few months of use (four cups a day for me and my wife).  I will see if I can send for warranty work.. I know it is a pain to do so..... Oh, well, I expected better quality....",1,2017-09-30,,True,,Very good functions but stops pumping water after a few months ...,Color: Black,
114,1,"Replaced my original Keurig single serve that's about 6 years old. I must say I am disappointed. First of all it ships with very short electrical cord so unless you can place it extremely close to an outlet you have to use an extension cord. Secondly cheaply made, lightweight plastic parts. Thirdly although you can program three different serving sizes the 2 larges sizes put out servings that are dilute-i.e. more water with the same K-cup.I didn't buy the newest Keurig due to the relatively large numbers of negative reviews. This one works but it's been cheapened down to save pennies and I can't see the benefit of three serving sizes if your coffee,etc is diluted out. I'm going to have to look elsewhere. Keurig has gone down hill",2,2017-04-14,5.0,True,,I must say I am disappointed. First of all it ships with very short ...,Color: Black,
115,1,Love Keurig machines... I wanted a coffee machine for my office and I wanted a keurig... I have keurig at home but I didn't wanted to buy the newest model for my office because is for tons of people use... So I bought this one and it works perfectly and everyone loves it!,5,2018-02-19,,True,,Love Keurig,Color: Black,
116,1,"Works great.  It came with a Brita water filter, but that takes up so much space in the receptacle that you can only make a couple of cups of coffee.  I live in western New York State near the Great Lake Ontario, so I don't need to filter my water.  I just got rid of it.",4,2018-06-16,,True,,Works great.  Looks fantastic.,Color: Rhubarb,
117,1,Got this for the lobby at work and it works well.  Easy to navigate through the simple process of selecting size of brew.  It does not hold much water and would be fine for a small family but I wish I had gone a bit larger for the lobby of work (approx 20 cups of coffee a day).,4,2017-05-16,,True,,Good work horse!,Color: Rhubarb,
118,1,"It's working and the coffee is hot.  However it worries me every time I make a cup of coffee.  You can hear the motor inside running pretty loud as it sucks the water into it.  It makes me laugh, never heard anything quite like it.  But, as long as it keeps pumping out hot coffee, no complaints from me.",4,2017-01-19,,True,,You can hear the motor inside running pretty loud as it sucks the water into it,Color: Black,
119,1,"A piece of junk, stopped working after 4 months, had our other Keurig for 6 years with no issues till the end.<br />Buyer be ware.  DO NOT BUY",1,2018-06-06,,True,,A piece of junk,Color: Black,
120,1,It said it was programmable but there's no time or way to program it to brew. Takes a minute to warm up too.,1,2018-02-22,,True,,NOT programmable.,Color: Black,
121,1,it sometimes has issues brewing.  Not sure why but I think it is usually the first cup in the morning.  Maybe the water isn't hot enough yet.,4,2017-08-04,,True,,it sometimes has issues brewing. Not sure why but ...,Color: Black,
122,1,Overall good condition. Keurig does what it’s supposed to do with no problems,5,2018-10-20,,True,,Satisfied,Color: Black,
123,1,does not give you enough coffee for the tall cup setting.,3,2017-06-14,,True,,Three Stars,Color: Black,
124,1,Love it.,5,2016-06-04,,True,,Can't Beat Keurig.,Color: Black,
125,1,"Only lasted about 6 months brewing 3-4 cups a day.  One day it just started filling cups with water only, somehow not running the water through the k-cup.",2,2017-08-10,,True,,Only lasted about 6 months brewing 3-4 cups a day ...,Color: Black,
126,1,Works great,4,2018-03-07,,True,,Four Stars,Color: Black,
127,1,Just ordered in Oct 2016 and the coffee pot already doesn't work! Complete junk very disappointed !,1,2017-01-21,,True,,Complete junk very disappointed!,Color: Black,
128,1,Exactly what I was looking for! I love it!,5,2017-01-09,,True,,I love it!,Color: Black,
129,1,THIS WAS EXACTLY WHAT WE EXPECTED AND IT WAS DELIVERED EARLIER THAN EXPECTED!,5,2017-09-08,,True,,Five Stars,Color: Rhubarb,
130,1,great,5,2017-08-02,,,,Five Stars,Color: Black,
131,1,Wife LOVES it!! Works perfectly and she gets a warm drink on frosty mornings... Early Christmas present...,5,2016-12-12,,,,PERFECT!!,Color: Black,
132,1,"Perfect, He loves It!",5,2016-12-26,,,,Five Stars,Color: Black,
133,1,"Love it, so fun",5,2017-01-30,,,,Five Stars,Color: Black,
134,1,So far so good.,5,2017-10-03,,,,Five Stars,Color: Black,
135,1,I bought this December 2014 and it broke 2 years later,3,2017-02-19,,,,Disappointed,Color: Black,
136,1,Exactly what I was looking (single serving coffee maker) for on discount with a 40 pack of k cups to sample.,5,2017-07-30,,,,Spot on,Color: Black,
137,1,Make sure you rinse the charcoal filter under cold water really well before you use. It may have manufacturing dust and along with other things that might be the reason it doesn't taste well when you use it,5,2017-02-17,,,,For people with bad tasting coffee,Color: Rhubarb,
138,1,Works well :) no issues and came with an assortment of pods.,5,2018-03-01,,,,Works well: ) no issues and came with an ...,Color: Rhubarb,
139,1,We are enjoying the new coffee maker. One cup at a time.,5,2017-07-26,,,,Great Coffee Maker,Color: Black,
140,1,It's already broken,1,2017-03-14,,True,,One Star,Color: Rhubarb,
141,1,I bought for my sister - she loves it !,5,2016-10-04,,True,,Great !,Color: Black,
142,1,Leaks all over counter down onto cabinets.,1,2017-04-16,,True,,One Star,Color: Black,
143,1,"Not sure stopped working, in 4 months now trying to get replaced but can not figure how to do it, was a birthday gift for my mother",1,2017-05-05,,True,,Sorry need replacement,Color: Rhubarb,
144,1,This stopped working after using it for 1 person for just 2 months. Our prior Keurig lasted 6 years! This product return window was only 6 weeks!,1,2017-03-05,,True,,Stopped working,Color: Black,
145,1,I love it,5,2016-12-14,,True,,Five Stars,Color: Black,
146,1,Love it. Simple reliable. Perfect coffee everytime,4,2016-11-13,,True,,Four Stars,Color: Black,
147,1,Terrible reliability. I had to return three of them because they kept breaking. I tried iCoffee and it is working beautifully.,1,2017-02-19,,True,,Poor reliability,Color: Black,
148,1,The Auto Shut Off is perfect!,5,2017-07-03,,True,,perfect for dorms,Color: Black,
149,1,love it!  The coffee comes out HOT- not lukewarm.,5,2016-11-10,,True,,love it! The coffee comes out HOT- not lukewarm,Color: Black,
150,1,I use the fill-your-own pods.  Works great.,5,2017-04-20,,True,,Excellent product,Color: Black,
151,1,excellent,5,2017-09-25,,True,,Five Stars,Color: Black,
152,1,Great coffee maker! Came quickly as always and I love the ease of making just one cup of coffee.,5,2018-02-28,,True,,Five Stars,Color: Black,
153,1,This only lasted for 5 months and no longer works,1,2018-02-08,,True,,One Star,Color: Rhubarb,
154,1,The best!! Bought it for a friend and her kids!  She's over the Moon!!,5,2016-12-06,,True,,Five Stars,Color: Black,
155,1,Excellent equipmenrt.  I have wasted my life testing other coffee machine. Perfect size and choice of colors.,5,2016-11-05,,True,,Excellent machine.,Color: Black,
156,1,bought to replace my old one.  I love Keurigs!,5,2017-04-04,,True,,I love Keurigs!,Color: Black,
157,1,Love it,5,2017-05-29,,True,,Five Stars,Color: Black,
158,1,If you just want a simple version - this is the best.  can my husband say how much he loves it one more time? yes he can.,5,2018-01-02,,True,,... just want a simple version - this is the best. can my husband say how much he loves ...,Color: Black,
159,1,Works great. Need to use the large cup of coffee always or you don't get a full cup of coffee.,4,2018-04-23,,True,,Works great. Need to use the large cup of coffee ...,Color: Black,
160,1,I am loving it!!!!,5,2016-09-25,,True,,Five Stars,Color: Black,
161,1,"This item broke &#60; 6 months after buying.  Return window closed.  Very very dissapointing, Keurig!! You lost a fan.",1,2018-03-12,,True,,Dissapointing,Color: Black,
162,1,Works fine but only criticism is the water reservoir is quite small and hard to tell when it's running low.,4,2018-02-27,,True,,Works fine but only criticism is the water reservoir is quite ...,Color: Black,
163,1,not long ago my wife purchased a machine and im very surprised given ive always used Cuisinart for our whole kitchen this keurig machine has been quite effective. much more effective than my Cuisinart brewer...,5,2017-06-23,,True,,not long ago my wife purchased a machine and im ...,Color: Black,
164,1,bought for my son he was very pleased,5,2017-12-22,,True,,Five Stars,Color: Black,
165,1,"We do love our new coffee pot, it's for everything.",5,2017-12-26,,True,,Five Stars,Color: Black,
166,1,I got this Keurig K55 (refurbished) from Amazon for $53. It works perfectly. Lets see if it holds up over time.,4,2017-03-13,,True,,Keurig K55,Color: Black,
167,1,This is saving my daughter about $6 a day.  No more Starbucks stops everyday!,5,2017-01-03,,True,,Five Stars,Color: Black,
168,1,LOVE THIS COFFEE MAKER.,5,2016-11-03,,True,,Five Stars,Color: Black,
169,1,"Love it! Super easy to use and set up. Package came in perfect condition, and would highly recommend this to anyone!",5,2018-01-12,,True,,Love it! Super easy to use and set up,Color: Black,
170,1,good,5,2017-08-11,,,,Five Stars,Color: Black,
171,1,wife loves it !,4,2017-01-13,,,,Four Stars,Color: Black,
172,1,Perfect Gift..My Mother Loves it,5,2016-12-27,,,,Five Stars,Color: Black,
173,1,"i purchased the black one first and it so awesome, now im going to buy this version and send it to my grandpa so he doesnt have to go buy coffee every morning!",5,2017-06-20,,,,great for any coffee user,Color: Rhubarb,
