review_id,product_id,review_content,rating,date,helpful_vote,verified_purchase,top_reviewer,title,bought_model,is_anomaly
15,1,This is our 3rd or 4th. Found this model to be the best longest lasting. Espresso machine on the market for under $50.00 usually around $30.00+/-,5,2018-05-03,,True,,Best quality for price range,"Color: Cappuccino<i class=""a-icon a-icon-text-separator"" role=""img"" aria-label=""|""></i>Style Name: 4-Cup Steam",
16,1,Excelent,5,2016-10-11,,True,,Five Stars,"Color: Cappuccino<i class=""a-icon a-icon-text-separator"" role=""img"" aria-label=""|""></i>Style Name: 4-Cup Steam",
17,1,Wonderful for a month then milk stopped working now it's only an espresso machine.,1,2017-10-09,,True,,One Star,"Color: Silver<i class=""a-icon a-icon-text-separator"" role=""img"" aria-label=""|""></i>Style Name: Espresso/Cappuccino Maker",
18,1,I went back and forth reading all these reviews. I researched different espresso machines for months. I finally bought this one and couldn't be happier. It does its job and hasn't let me down. save your money and buy this!,5,2017-04-07,,True,,I finally bought this one and couldn't be happier. It does its job and hasn't let me ...,"Color: White<i class=""a-icon a-icon-text-separator"" role=""img"" aria-label=""|""></i>Style Name: Espresso/Cappuccino Maker",
19,1,"Better than far more expensive machines.<br />Have to be gentle with plastic handles as they tend to break, but otherwise a great machine.",4,2015-11-21,,True,,Better than far more expensive machines,"Color: Cappuccino<i class=""a-icon a-icon-text-separator"" role=""img"" aria-label=""|""></i>Style Name: 4-Cup Steam",
20,1,"The machine broke after a year. It doesn't create steam, the water in my area is a bit hard but it seems it has completely blocked the valves. Will need a replacement soon.",2,2014-10-23,,True,,The machine broke after a year. It doesn't create ...,"Color: Cappuccino<i class=""a-icon a-icon-text-separator"" role=""img"" aria-label=""|""></i>Style Name: 4-Cup Steam",
21,1,It's okay but espresso doesn't taste good,3,2017-09-16,,True,,Three Stars,"Color: Silver<i class=""a-icon a-icon-text-separator"" role=""img"" aria-label=""|""></i>Style Name: Espresso/Cappuccino Maker",
22,1,It's easy to use an clean. Not taking up a lot of space. But you can smell the plastic sometimes.,4,2018-10-13,,True,,Easy to use,"Color: Silver<i class=""a-icon a-icon-text-separator"" role=""img"" aria-label=""|""></i>Style Name: Espresso/Cappuccino Maker",
23,1,"I am extremely thrilled that a $200 machine can produce such a tasty latte! Everything works perfectly, it's so easy to use and clean up is a snap.",5,2018-07-11,,True,,Highly recommend!,"Color: Silver<i class=""a-icon a-icon-text-separator"" role=""img"" aria-label=""|""></i>Style Name: Espresso/Cappuccino Maker",
24,1,it would be better if steam power can be controlled,3,2016-12-02,,True,,Three Stars,"Color: Cappuccino<i class=""a-icon a-icon-text-separator"" role=""img"" aria-label=""|""></i>Style Name: 4-Cup Steam",
25,1,Love the coffee machine with only one caveat - it makes warm coffee. It would have been even more amazing if the coffee came out steaming hot. I have to microwave it later because I like my coffee super hot,4,2017-05-16,,True,,Love the coffee machine but coffee could be hotter,"Color: White<i class=""a-icon a-icon-text-separator"" role=""img"" aria-label=""|""></i>Style Name: Espresso/Cappuccino Maker",
26,1,"Great machine for the price. Perfect for beginners. I would consider buying a coffee grinder, as many of the espresso store mixes may be difficult to brew (too finely grounded).",5,2017-05-19,,True,,Great Machine for the Price,"Color: Silver<i class=""a-icon a-icon-text-separator"" role=""img"" aria-label=""|""></i>Style Name: Automatic Dual Shot",
27,1,"I've used this model of Mr Coffee espresso system for years and replace them when the o-ring starts to make more noise which indicates it will blow out soon. This time the new one I ordered was faulty. The machine leaked, it didn't make the full amount, and the coffee it did make tasted awful. I called the number provided for warranty, was told to return the item to Amazon. Had thrown away the box and didn't want to pack and pay to ship the item back to Amazon, too much of a hassle and not cost-effective. So I'm out 26.99 and have to buy one at a local store which will cost more but at least be easy to return if need be. So buyer beware, I guess these machines aren't as good as they have been in the past",1,2017-07-28,2.0,True,,Buyer beware,"Color: Cappuccino<i class=""a-icon a-icon-text-separator"" role=""img"" aria-label=""|""></i>Style Name: 4-Cup Steam",
28,1,"At $30, there is little to lose.  I gave it a try and  it has been phenomenal.  I have a $700 Italian espresso maker and this Mr. Coffee machine - at about 5% of the price - is actually better.  And after avoiding spending $4 for each Starbucks latte, the machine paid for itself.<br /><br />I recommend buying this tamper&nbsp;<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/RSVP-Terry-s-Dual-Sided-Espresso-Tamper/dp/B0001XRNEM/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">RSVP Terry's Dual Sided Espresso Tamper</a>&nbsp;and this metal frothing pitcher&nbsp;<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Update-International-EP-12-12-Oz-Stainless-Steel-Frothing-Pitcher/dp/B000MR6I9I/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Update International (EP-12) 12 Oz Stainless Steel Frothing Pitcher</a>.  You'll get very skilled at making just the right combination of espresso to milk.<br /><br />One note of caution!  DO NOT tamp the espresso grounds too tightly!  I did that and the machine nearly broke due to the inability for the water to get through the too tightly compressed grounds.",5,2018-02-10,,True,,Coffee machine - at about 5% of the price - is actually better. And after avoiding spending $4 for each Starbucks ...,"Color: Cappuccino<i class=""a-icon a-icon-text-separator"" role=""img"" aria-label=""|""></i>Style Name: 4-Cup Steam",
29,1,"Works great, froths and steams the milk. Used 2x a day.",4,2017-03-18,,True,,Good machine,"Color: Silver<i class=""a-icon a-icon-text-separator"" role=""img"" aria-label=""|""></i>Style Name: Espresso/Cappuccino Maker",
30,1,Am I the only one that think the pump too noisy or I received a defective item.,2,2017-02-15,,True,,Two Stars,"Color: Silver<i class=""a-icon a-icon-text-separator"" role=""img"" aria-label=""|""></i>Style Name: Espresso/Cappuccino Maker",
31,1,"Worth every Penny, Just remember to be safe with it and depressurize it with the steamer before releasing the cap on top. It comes with a set of directions to use it properly. I use it with pre-ground espresso and it tastes like it should.",5,2016-12-28,,True,,Mr Espresso,"Color: Cappuccino<i class=""a-icon a-icon-text-separator"" role=""img"" aria-label=""|""></i>Style Name: 4-Cup Steam",
32,1,"I have owned this Mr. Coffee espresso maker for about a month and, so far, it's working out wonderfully. It is obviously not the most expensive espresso maker one can buy, but, for the price, it's a great value. You cannot steam milk and brew espresso at the same time, as long as you work relatively quickly to assemble your drink, it's not a problem. It does not come with a tamper, but the scoop has a flat bottom that works fine for this purpose, no need to buy a tamper. I would recommend getting a stainless steel frothing pitcher, I tried with a number of pitchers I already owned, and none of them worked as well as the stainless steel version. Although I was never a Starbucks addict, if you are, this machine will pay for itself very quickly. After a couple of practice trials, I made lattes and espressos that taste better than what I can get at Starbucks. It does not take up very much counter space, which is a premium at our house. As long as this lasts a couple years, I don't think you'll regret buying this little guy.",4,2011-02-19,,True,,Good Value,"Color: Cappuccino<i class=""a-icon a-icon-text-separator"" role=""img"" aria-label=""|""></i>Style Name: 4-Cup Steam",
33,1,This is a great coffee maker. It's a great product for the price. Makes great coffee and easy to use.,5,2017-07-09,,True,,Great coffee machine!,"Color: Silver<i class=""a-icon a-icon-text-separator"" role=""img"" aria-label=""|""></i>Style Name: Automatic Dual Shot",
34,1,We love this coffee machine.  We are so glad we didn't spend $600+ on other coffee machines and bought this machine instead.  The machine produces great tasting coffee (the key is to prime it before each use) and the results are consistent every time.  It is so easy to use and easy to clean.  Highly recommend this machine.,5,2016-09-05,,True,,We love this coffee machine,"Color: Silver<i class=""a-icon a-icon-text-separator"" role=""img"" aria-label=""|""></i>Style Name: Espresso/Cappuccino Maker",
35,1,"Worst coffee maker I have ever owned .  Steam would vent through gasket close to the coffee basket, after a few months of use.  This morning we heard a pop sound from the kitchen,  and found coffee grounds, decanter and water blown everywhere. Unfortunately I didn't notice high number of one star reviews until looking at the same item again.  This is my first post on Amazon but felt obligated to share.",1,2014-09-19,,True,,".. Coffee grounds, decanter and water blown everywhere","Color: Cappuccino<i class=""a-icon a-icon-text-separator"" role=""img"" aria-label=""|""></i>Style Name: 4-Cup Steam",
36,1,"So we had this great little Krups espresso maker that lasted for years with daily use, losing pieces and parts (i.e. the cover to the carafe), but still producing a great espresso for a little $5 find at a yard sale. When I couldn't find that particular machine any where, I thought I would try something similar with good ratings: Mr. Coffee's version. Right away we noticed that the espresso is not just weaker, but not as hot. It blows out espresso very quickly, and you have to really pay attention to be able to steam any milk. The wand is very inconveniently positioned, too, with a crappy plastic cover that is really kind of useless. Just really an all around weak espresso maker in every sense. I am by no means an expert, but we both miss our little Krups, and I realize now that it's time for a big girl's espresso maker. Live and learn! And get what you pay for...",2,2010-03-25,,True,,Learned my lesson,"Color: Cappuccino<i class=""a-icon a-icon-text-separator"" role=""img"" aria-label=""|""></i>Style Name: 4-Cup Steam",
37,1,Love it. works exactly as describled,5,2018-04-15,,True,,Excellent for the price.,"Color: Silver<i class=""a-icon a-icon-text-separator"" role=""img"" aria-label=""|""></i>Style Name: Automatic Dual Shot",
38,1,"If you're looking for a good tasting espresso drink anywhere near cafe quality, this is NOT the machine for you.  I had high hopes for this coffee machine since it was cheap.  I would have been very happy with it if it only made good coffee.  The controls are fine.<br /> The frothing is OK.  However, the &#34;espresso&#34; it produced was weak and bad tasting.  This page advertises a 15-bar pump, but like another reviewer mentioned, there is no reference in the manual about a 15-bar pump. It's misleading as if it would produce a shot that is as good as other machines with 15-bar pumps.  Also, the pictures of a full class of dark coffee is misleading.  There is no way it could produce a cup that strong.  You can tell when the coffee comes out that it's either 1) not applying enough pressure, 2) not applying enough pressure long enough, and/or 3) not wetting the puck like I've read it should do.  You see a short squirt of dark coffee followed by a long stream of light brown coming out. We tried different grind sizes.  We tried different beans.  It always came out weak tasting like diner coffee.  We returned our machine and plan on footing the bill for a better one.  Check out the tech gear lab reviews and they make similar comments about the taste.",2,2017-11-28,,True,,Get What You Pay For,"Color: Silver<i class=""a-icon a-icon-text-separator"" role=""img"" aria-label=""|""></i>Style Name: Espresso/Cappuccino Maker",
39,1,that's why people pay for more than $100 for their coffee machine.,1,2017-11-19,,True,,One Star,"Color: Cappuccino<i class=""a-icon a-icon-text-separator"" role=""img"" aria-label=""|""></i>Style Name: 4-Cup Steam",
40,1,Was a great product when it worked. Purchased April 4th 2017  and today (11-8-17) it died. So it didn't even last a year.,1,2017-11-08,,True,,Was a great product when it worked,"Color: Silver<i class=""a-icon a-icon-text-separator"" role=""img"" aria-label=""|""></i>Style Name: Espresso/Cappuccino Maker",
41,1,"Works great and has a 15 bar pump, Great Price",5,2015-12-17,,True,,Five Stars,"Color: Silver<i class=""a-icon a-icon-text-separator"" role=""img"" aria-label=""|""></i>Style Name: Automatic Dual Shot",
42,1,Love this machine!!! Makes incredible coffees!,5,2017-01-16,,True,,Five Stars,"Color: Silver<i class=""a-icon a-icon-text-separator"" role=""img"" aria-label=""|""></i>Style Name: Espresso/Cappuccino Maker",
43,1,Fast delivery and item works great,5,2018-04-23,,True,,Five Stars,"Color: Cappuccino<i class=""a-icon a-icon-text-separator"" role=""img"" aria-label=""|""></i>Style Name: 4-Cup Steam",
44,1,We use it daily! Love it!,5,2018-06-02,,True,,Love it!,"Color: White<i class=""a-icon a-icon-text-separator"" role=""img"" aria-label=""|""></i>Style Name: Espresso/Cappuccino Maker",
45,1,Excelente,5,2017-03-31,,True,,Five Stars,"Color: Silver<i class=""a-icon a-icon-text-separator"" role=""img"" aria-label=""|""></i>Style Name: Espresso/Cappuccino Maker",
46,1,it worked only few months and stopped working :( water was heating but no coffee was coming :/ I expected I will use it at least a year. not recommending.,2,2017-08-23,,True,,it worked only few months and stopped working: ( ...,"Color: Silver<i class=""a-icon a-icon-text-separator"" role=""img"" aria-label=""|""></i>Style Name: Espresso/Cappuccino Maker",
47,1,"I complained because my Mr Coffee only worked for three weeks.  It was great during those three weeks, but then stopped working completely.  Today I found a brand new Mr Coffee at my doorstep.  What great customer service.  Can't wait to see if the new one will last a lot longer.  The other one was so great while it lasted.  Thanks for the second chance!",5,2017-05-08,4.0,True,,It only worked for three weeks.,"Color: Cappuccino<i class=""a-icon a-icon-text-separator"" role=""img"" aria-label=""|""></i>Style Name: 4-Cup Steam",
48,1,Easy to use and clean. Simple make.,5,2016-07-14,,True,,Five Stars,"Color: Cappuccino<i class=""a-icon a-icon-text-separator"" role=""img"" aria-label=""|""></i>Style Name: 4-Cup Steam",
49,1,Worked as advertised for the past 5 years. We got a lot of miles out of this baby. I went to turn it off yesterday and the handle broke off in my hand. :(,3,2016-10-20,,True,,Handle actually snapped off after 5 years of use.,"Color: Cappuccino<i class=""a-icon a-icon-text-separator"" role=""img"" aria-label=""|""></i>Style Name: 4-Cup Steam",
50,1,espresso tastes like plastic. Spend more and get a better machine.,2,2015-08-10,,True,,Meh,"Color: Cappuccino<i class=""a-icon a-icon-text-separator"" role=""img"" aria-label=""|""></i>Style Name: 4-Cup Steam",
51,1,I could never quite figure out how this worked. I sent it back because of various problems which I can't recall now-- it may have been because the instructions weren't very clear.  I think you have to buy a more expensive espresso machine to get a good result.,2,2016-07-26,,True,,Disappointing after having wonderful cappuchinos in Israel and Italy.,"Color: Cappuccino<i class=""a-icon a-icon-text-separator"" role=""img"" aria-label=""|""></i>Style Name: 4-Cup Steam",
52,1,Does not function. Do not purchase.,1,2016-12-18,,True,,Do Not Buy,"Color: Silver<i class=""a-icon a-icon-text-separator"" role=""img"" aria-label=""|""></i>Style Name: Espresso/Cappuccino Maker",
53,1,it's not working<br />and the cable doesn't fit,1,2016-08-11,,True,,it's not working and the cable doesn't fit,"Color: Silver<i class=""a-icon a-icon-text-separator"" role=""img"" aria-label=""|""></i>Style Name: Automatic Dual Shot",
54,1,Good,4,2016-02-08,,True,,Four Stars,"Color: Silver<i class=""a-icon a-icon-text-separator"" role=""img"" aria-label=""|""></i>Style Name: Espresso/Cappuccino Maker",
55,1,I’m so unhappy w this machine. It’s not working perfect,1,2018-07-21,,True,,Unhappy with it,"Color: Silver<i class=""a-icon a-icon-text-separator"" role=""img"" aria-label=""|""></i>Style Name: Espresso/Cappuccino Maker",
56,1,The machine doesn't work perfectly :(,2,2017-05-21,,True,,Two Stars,"Color: Silver<i class=""a-icon a-icon-text-separator"" role=""img"" aria-label=""|""></i>Style Name: Espresso/Cappuccino Maker",
57,1,Great!!!,5,2017-06-17,,True,,Five Stars,"Color: Cappuccino<i class=""a-icon a-icon-text-separator"" role=""img"" aria-label=""|""></i>Style Name: 4-Cup Steam",
58,1,Favor enviarme una respuesta,1,2018-01-19,,True,,One Star,"Color: Silver<i class=""a-icon a-icon-text-separator"" role=""img"" aria-label=""|""></i>Style Name: Espresso/Cappuccino Maker",
59,1,"I received this as a gift and was extremely excited! But right from the beginning I was having trouble.  I figured it was a bit more intuitive and did not bother reading the manual. Definitely do so and do not skip the priming section. There was one thing that had me super frustrated and it was that there is a orange little water stopper in the bottom of the water reservoir that is not mentioned in the instruction manual. You have to remove it! Otherwise the water will not go through. The only reason I found this out was because I called a representative. As soon as I took that off everything was working perfectly. I wish they would've mentioned that in the instructions because it would've saved me a lot of time as I am sure other people have had the same frustrations. This coffee maker is amazing I was able to do an espresso cappuccino coffee latte and froth milk as much or as little as I wanted. I am very happy for having received this item and definitely think it's worth the money, my friend has one of those fancier thousand dollar coffee machines and it's the exact same thing. I'm sure that the quality of the material may be a little bit nicer but it gets the job done and the coffee taste the same.",4,2015-07-30,46.0,,,Stay happy with this Helpful Hint-,"Color: Silver<i class=""a-icon a-icon-text-separator"" role=""img"" aria-label=""|""></i>Style Name: Espresso/Cappuccino Maker",
60,1,"Massively disappointed by the machine. Never worked from day 1. I followed all first start instruction, but I couldn't get any kind of functionality to work. Worse of all, after one week, the machine just blew up and started smoking, leaving a stain in my kitchen. I was truly expecting better from such a well know device.",1,2017-06-26,2.0,True,,"Didn't work from day one, eventually smoked and blew up!","Color: Silver<i class=""a-icon a-icon-text-separator"" role=""img"" aria-label=""|""></i>Style Name: Espresso/Cappuccino Maker",
61,1,"The steamer doubles the volume of my milk by the time it's 100 degrees. The milk starts to bubble over the pitcher before it's even hot. There is no way to control the level of steam and prevent this from happening, so I usually just microwave my milk. One trick could be to microwave my milk and then add froth on top. Meh.... but the espresso part is good! I might invest in a heavier tamper.",3,2017-06-19,,True,,Good espresso. Steamer is iffy.,"Color: Silver<i class=""a-icon a-icon-text-separator"" role=""img"" aria-label=""|""></i>Style Name: Automatic Dual Shot",
62,1,"I was surprised that this cheap little machine had higher ratings than so many more expensive models, so it seemed like a no-brainer.  It arrived last week and so far, I'm very impressed.  It makes good espresso and I'm especially impressed by how well it froths the milk.  Steaming milk tends to be a noisy process, but this machine is the quietest I've used.  It's also fast- I've typically started the milk in the microwave to speed up the process, but with this machine, it goes from fridge to frothy in only a couple minutes.  The foam is also robust enough that the caramel sits on top before it settles down, which is more difficult to accomplish with the skim milk I use. The only drawback I've found is that the espresso is a little slow to start brewing, but that could be a result of the filtered water I use right out of the fridge. Overall, it seems to be a very good little machine and you can't beat the small footprint on the counter- a definite plus if you have limited counterspace like me.<br /><br />An additional note- I haven't used plastic snap-on frothing tip yet, as I just haven't seen the need.  Just make sure you clean off the steam arm carefully after each use, as in the past, I've found that any residue that develops quickly becomes impossible to remove.  A wet paper towel used right after you finish does the trick.",5,2010-09-12,2.0,True,,Great little machine!,"Color: Cappuccino<i class=""a-icon a-icon-text-separator"" role=""img"" aria-label=""|""></i>Style Name: 4-Cup Steam",
63,1,"Just got it today, my daughter and i tested it out, made a few drinks. Its easy to operate once you get the hang of it.<br />Pros- easy to operate. foam is great.<br />Cons- LOUD, the pump and froth is pretty loud. its hard to find the right size cup that fits in the cup holder and is low enough for the milk frother spout to be in the cup<br />8/222 update- had returned it and received a new one as it was within the 30 days.  Water constantly leaked from the machine.  Exchanged with no problem, but hoping I don't run into the same problem. Everything else works great.",4,2016-07-14,,True,,Not too bad for the price,"Color: Silver<i class=""a-icon a-icon-text-separator"" role=""img"" aria-label=""|""></i>Style Name: Espresso/Cappuccino Maker",
64,1,"I've had an old Starbucks Barista for 10 years. Hardly use it because the priming is a pain in the bum. Frothing the milk is even worse.<br />I wanted a new one that I would actually use, but felt guilty all of these years about buying another one...so expensive. I stumbled upon<br />this one surfing Amazon (now wish I'd of taken the BBandBeyond 20% coupon route...but oh well...I didn't know and could have saved<br />a few bucks...ANYWAY...this machine rocks. You have to prime it the first use...and clean AFTER use...but that is so easy to do because<br />hey, you have already had  your coffee fix and have TONS of energy. LOL<br /><br />Great machine, and I am bummed I waited so long for something I thought I couldn't afford. I had a Starbucks yesterday...and my cup<br />today was every bit as good with simple Costco Espresso Roast. What a steal.<br /><br />One happy mama of two toddlers...YES!",5,2013-08-16,,True,,"Mr. Coffee, I don't care if people think you're cheap...I love you!","Color: Silver<i class=""a-icon a-icon-text-separator"" role=""img"" aria-label=""|""></i>Style Name: Espresso/Cappuccino Maker",
65,1,"I was fighting some things on this but found a great video on Youtube. I think it has a cheaper model than this with the same type of dials and frothing wand. Just type ""Make cheap Mocha with a $30 Espresso Machine ECM250"".<br /><br />I read through the instructions and gave her a try for the first time jamming the steam wand down into a coffee mug of milk. Wow, haha - like some buyer mentioned in here about getting nothing but boiling milk was a true enough statement and burned myself along the way, my hands and fingers were splattered with boiling milk all over the place! Keep in mind, I've NEVER done this or even seen someone do it. Oh, and taking off the top without depressurizing it when I shouldn't was another learning curve, it burned my fingers AGAIN. Anyways, I couldn't get the micro-foam until I did some research and watched several videos on You Tube about how to do it. So, I tossed and turned about this my first night of ownership and woke with determination! Oh... did I earn some kisses from my bride when she was licking the spoon from a cup of Micro-Foam, and yes, from 2% milk, not whole milk as was mentioned in many of the videos to use.<br /><br />Micro-Foam:<br />I had ordered the 20oz Stainless Steel Frothing cup with a Temperature Gauge and proceeded to make it happen! Like me, if you don't know how to do this, you need a temp gauge. But, using a cold cup with cold milk about 10oz, half the container inserting the steaming wand all the way down and let it set, gently moving the cup up and down. When bubbles start, just put the wand in as deep as it will go. The steam wand IS short and close to the sides of the machine, but making do and using all my senses began to notice when the milk hits about 90 degrees a sweet spot begins form (funny sounding noise) that can be massaged until the temp hits 155 degrees tops. IMMEDIATELY take the brown wand extension off and drop it into some water, wipe the wand with a wet towel. Tap the mug on the counter if any large bubbles are present and whirl the frothing cup.<br /><br />Espresso:<br />I need some better grounds than pre-ground stuff. ""Pending""",5,2009-12-08,,True,,ECM160 - 4 Cup - Nice Nice & Nice,"Color: Cappuccino<i class=""a-icon a-icon-text-separator"" role=""img"" aria-label=""|""></i>Style Name: 4-Cup Steam",
66,1,Used it once and the knob to turn on the machine melted off from the inside. The melted &#34;plastic&#34; was like cool got glue that was still liquid but you could touch it. I do not recommend it.,1,2018-06-03,2.0,True,,Melted knobs,"Color: Cappuccino<i class=""a-icon a-icon-text-separator"" role=""img"" aria-label=""|""></i>Style Name: 4-Cup Steam",
67,1,"My husband loves this machine so much. We have been using bialetti moka. When we saw this machine, we were like.. &#34;well, let's try this out.&#34; Although my hubby loves this so much, I prefer my old moka kettle for following reasons...<br />1. I don't know if I am using it in a wrong way (probably not), but it is not espresso. What you get is just regular dark coffee. It is not as dark as espresso is supposed to be. So if you make latte or americano, it will be very light.<br />2. Too much hassle to clean. Every time you brew and steam, you have to unplug the power to release the pressure, put more water to clean any left residue/debri.<br /><br />Well, other than these reasons it is fairly easy to use and super cheap for an &#34;espresso&#34; machine. And takes a short time to get your coffee. You get what you pay for.<br /><br />I will be using my moka until I get a real espresso machine for christmas.",3,2016-11-03,,True,,"we were like.. ""well","Color: Cappuccino<i class=""a-icon a-icon-text-separator"" role=""img"" aria-label=""|""></i>Style Name: 4-Cup Steam",
68,1,"I love this machine. A recipe book comes with it and I've been making all sorts of coffee drinks. Having a caramel latte at home at your convince is pure Bliss. I haven't had any problems with the milk dispenser, but I run the clean cycle after every or every other use.",5,2017-11-17,2.0,True,,Love this machine,"Color: Silver<i class=""a-icon a-icon-text-separator"" role=""img"" aria-label=""|""></i>Style Name: Espresso/Cappuccino Maker",
